,date,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
735,2019- 10- 30,102.8,916.0,65.78,15340.0,110260.0,23440.0
736,2019- 10- 29,102.5,918.25,64.33,14390.0,147900.0,19240.0
737,2019- 10- 28,103.95,920.75,65.65,15790.0,132480.0,16090.0
738,2019- 10- 25,102.85,920.25,64.92,21830.0,190320.0,23700.0
739,2019- 10- 24,99.9,933.25,64.55,11670.0,133430.0,21470.0
740,2019- 10- 23,101.2,933.75,65.83,9020.0,183770.0,26240.0
741,2019- 10- 22,102.3,934.0,65.5,9580.0,162320.0,26470.0
742,2019- 10- 21,99.7,933.25,67.83,9240.0,132040.0,14520.0
743,2019- 10- 18,99.1,934.0,67.95,10250.0,120200.0,28890.0
744,2019- 10- 17,96.4,931.5,68.15,9700.0,119450.0,23420.0
745,2019- 10- 16,97.05,928.0,70.62,10430.0,102680.0,24360.0
746,2019- 10- 15,97.95,934.0,72.12,14080.0,129610.00000000001,26150.0
747,2019- 10- 14,98.45,940.5,63.08,10710.0,131890.0,1510.0
748,2019- 10- 11,97.35,936.0,62.92,14460.0,180670.0,3830.0
749,2019- 10- 10,97.15,923.5,62.4,17520.0,170690.0,2890.0
750,2019- 10- 09,99.1,923.75,62.8,7730.0,165140.0,4080.0
751,2019- 10- 08,99.35,920.5,61.7,13060.0,149430.0,4540.0
752,2019- 10- 07,100.65,915.25,60.5,13980.0,131280.0,6770.0
753,2019- 10- 04,102.55,916.25,62.4,7250.0,88000.0,4019.9999999999995
754,2019- 10- 03,105.65,911.75,62.42,5460.0,109300.0,5500.0
755,2019- 10- 02,104.2,913.75,62.2,3450.0,114730.0,6360.0
756,2019- 10- 01,104.95,919.5,62.55,8010.0,182140.0,7890.0
757,2019- 09- 30,104.7,906.0,65.45,8420.0,163350.0,7630.0
758,2019- 09- 27,104.45,883.0,65.28,3800.0,67140.0,7870.0
759,2019- 09- 26,104.35,888.5,64.22,4360.0,83060.0,6090.0
760,2019- 09- 25,104.45,889.25,64.58,8820.0,99070.0,15220.0
761,2019- 09- 24,102.6,894.25,62.0,3800.0,96230.0,7730.0
762,2019- 09- 23,102.5,892.5,60.95,4710.0,121010.0,8020.0
763,2019- 09- 20,101.9,882.75,60.35,13020.0,96180.0,9710.0
764,2019- 09- 19,101.95,893.0,61.4,4580.0,88650.0,13240.0
765,2019- 09- 18,100.35,888.75,62.92,18260.0,61670.0,11390.0
766,2019- 09- 17,100.35,893.75,62.1,34030.0,91240.0,21290.0
767,2019- 09- 16,104.3,900.0,63.62,21400.0,90740.0,39410.0
768,2019- 09- 13,102.75,884.75,66.47,20080.0,100.0,38820.0
769,2019- 09- 12,103.6,883.0,63.17,27970.0,200.0,17290.0
770,2019- 09- 11,103.4,854.0,60.17,31400.0,650.0,40770.0
771,2019- 09- 10,101.6,859.25,62.73,30550.0,470.0,46120.0
772,2019- 09- 09,98.25,845.0,62.6,22970.0,620.0,35790.0
773,2019- 09- 06,97.05,845.0,63.5,14330.0,660.0,32350.0
774,2019- 09- 05,95.4,849.75,66.3,19590.0,1290.0,24600.0
775,2019- 09- 04,96.6,862.5,67.12,16600.0,2160.0,29070.0
776,2019- 09- 03,95.55,856.5,66.53,25070.0,2240.0,26800.0
777,2019- 08- 30,96.85,857.0,63.52,20410.0,6660.0,19240.0
778,2019- 08- 29,95.25,856.25,64.9,18540.0,42040.0,21920.0
779,2019- 08- 28,97.55,852.75,63.5,18480.0,41350.0,20900.0
780,2019- 08- 27,97.15,846.25,63.23,18430.0,51660.0,20410.0
781,2019- 08- 26,97.5,853.75,63.8,13170.0,39660.0,25770.0
782,2019- 08- 23,96.05,843.25,59.3,15070.0,35500.0,23200.0
783,2019- 08- 22,97.3,856.0,62.3,21480.0,18770.0,13730.0
784,2019- 08- 21,96.65,860.5,63.3,31460.0,10770.0,15690.0
785,2019- 08- 20,95.25,855.75,64.97,29920.0,14790.0,19100.0
786,2019- 08- 19,94.8,854.0,64.03,22480.0,14190.0,18370.0
787,2019- 08- 16,96.35,867.25,62.0,21470.0,14070.0,18120.0
788,2019- 08- 15,98.0,858.0,65.0,21680.0,13760.0,19970.0
789,2019- 08- 14,97.9,861.0,79.4,28690.0,140.0,1060.0
790,2019- 08- 13,99.7,872.0,79.0,46370.0,150.0,2050.0
791,2019- 08- 12,97.3,861.5,79.17,45840.0,320.0,3140.0
792,2019- 08- 09,100.7,873.75,79.03,31230.0,1590.0,3550.0
793,2019- 08- 08,100.85,865.0,77.35,31060.0,2029.9999999999998,4500.0
794,2019- 08- 07,100.3,848.75,77.72,28330.0,2530.0,4870.0
795,2019- 08- 06,100.6,847.75,77.12,23790.0,2310.0,5970.0
796,2019- 08- 05,99.15,850.25,77.85,16500.0,3190.0,8870.0
797,2019- 08- 02,101.7,850.25,76.28,19160.0,4630.0,6990.0
798,2019- 08- 01,100.8,847.0,76.8,16700.0,6820.0,11320.0
799,2019- 07- 31,103.3,864.0,79.33,18570.0,10230.0,12010.0
800,2019- 07- 30,103.1,878.75,82.3,13280.0,52780.0,11250.0
801,2019- 07- 29,104.75,885.75,84.42,16390.0,74810.0,10710.0
802,2019- 07- 26,103.4,883.25,86.42,14640.0,62230.0,6010.0
803,2019- 07- 25,104.35,882.5,85.95,11160.0,42120.0,12050.0
804,2019- 07- 24,104.7,891.0,86.55,17130.0,47510.0,8620.0
805,2019- 07- 23,106.15,885.75,86.17,13630.0,25780.0,14540.0
806,2019- 07- 22,108.95,888.25,83.22,6820.0,35790.0,10860.0
807,2019- 07- 19,107.3,901.5,83.88,22380.0,53090.0,17700.0
808,2019- 07- 18,108.6,881.25,82.78,17420.0,34660.0,28090.0
809,2019- 07- 17,107.4,882.5,82.0,19970.0,32880.0,23460.0
810,2019- 07- 16,105.55,887.75,79.05,24510.0,64650.00000000001,29010.0
811,2019- 07- 15,110.25,901.75,70.78,25710.0,26790.0,1670.0
812,2019- 07- 12,106.65,906.75,71.05,13950.0,110.0,3230.0
813,2019- 07- 11,106.95,896.25,71.6,17770.0,210.0,3080.0
814,2019- 07- 10,105.9,893.0,71.75,22680.0,650.0,4280.0
815,2019- 07- 09,107.45,882.75,71.38,34080.0,940.0,5620.0
816,2019- 07- 08,106.4,875.25,70.08,34780.0,1340.0,6560.0
817,2019- 07- 05,111.1,872.25,72.12,26800.0,1990.0,5120.0
818,2019- 07- 03,113.65,885.25,73.55,31080.0,3530.0,4540.0
819,2019- 07- 02,109.65,876.25,73.72,33300.0,2640.0,6330.0
820,2019- 07- 01,111.35,885.5,72.58,43920.0,4730.0,5190.0
821,2019- 06- 28,109.45,899.75,72.1,32450.000000000004,16079.999999999998,6600.0
822,2019- 06- 27,106.7,887.75,73.83,15710.0,74480.0,5730.0
823,2019- 06- 26,106.05,894.25,73.55,29000.0,108710.0,6310.0
824,2019- 06- 25,107.45,903.5,74.4,35480.0,141140.0,7390.0
825,2019- 06- 24,103.0,909.0,72.85,21540.0,110370.0,10840.0
826,2019- 06- 21,100.65,902.75,76.25,20330.0,139460.0,12220.0
827,2019- 06- 20,101.8,915.5,79.25,25880.0,147070.0,10950.0
828,2019- 06- 19,97.95,903.25,81.62,31670.0,149150.0,13050.0
829,2019- 06- 18,96.6,913.5,81.47,28760.0,154000.0,15440.0
830,2019- 06- 17,98.25,912.75,83.05,30670.0,164350.0,14610.0
831,2019- 06- 14,98.05,896.75,79.38,40590.0,131230.0,1010.0
832,2019- 06- 13,99.75,888.0,79.22,33490.0,122370.0,1740.0
833,2019- 06- 12,101.5,878.0,79.03,33210.0,168960.0,2780.0
834,2019- 06- 11,99.5,859.25,79.08,41860.0,138290.0,3750.0
835,2019- 06- 10,101.15,858.5,79.28,41270.0,109010.0,3650.0
836,2019- 06- 07,103.6,856.25,78.65,32740.000000000004,126250.0,4880.0
837,2019- 06- 06,104.6,868.75,79.38,28050.0,115540.0,5520.0
838,2019- 06- 05,101.75,869.75,79.85,38520.0,133440.0,6660.0
839,2019- 06- 04,108.2,881.75,81.12,27770.0,146840.0,4620.0
840,2019- 06- 03,106.3,879.0,81.58,28870.0,127510.0,6560.0
841,2019- 05- 31,107.1,877.75,81.72,25340.0,120400.0,7720.0
842,2019- 05- 30,104.7,889.0,83.67,27950.0,138940.0,10340.0
843,2019- 05- 29,101.75,872.0,85.2,18650.0,216540.0,8990.0
844,2019- 05- 28,98.3,856.0,83.97,18420.0,148620.0,11240.0
845,2019- 05- 24,95.6,829.75,86.42,14460.0,94260.0,9730.0
846,2019- 05- 23,95.8,821.5,89.42,14780.0,125850.0,7740.0
847,2019- 05- 22,94.15,828.5,89.65,10930.0,124470.0,6160.0
848,2019- 05- 21,95.15,822.0,90.1,18570.0,188030.0,8550.0
849,2019- 05- 20,89.9,831.75,91.75,17200.0,113520.0,14510.0
850,2019- 05- 17,89.0,821.75,92.38,24990.0,119430.0,19940.0
851,2019- 05- 16,91.65,839.75,92.22,24290.0,106300.0,14270.0
852,2019- 05- 15,91.3,835.5,91.83,14860.0,182210.0,20760.0
853,2019- 05- 14,90.95,817.75,83.55,23530.0,160.0,160.0
854,2019- 05- 13,89.6,791.0,83.55,15330.0,370.0,350.0
855,2019- 05- 10,90.8,797.0,83.75,18510.0,710.0,230.0
856,2019- 05- 09,90.85,800.25,83.75,26000.0,680.0,340.0
857,2019- 05- 08,88.55,814.25,83.58,24520.0,1990.0,210.0
858,2019- 05- 07,88.0,817.75,83.05,29480.0,2560.0,560.0
859,2019- 05- 06,90.15,817.5,82.38,14170.0,2690.0,890.0
860,2019- 05- 03,90.6,829.5,85.35,15400.0,3490.0,280.0
861,2019- 05- 02,91.55,830.5,86.1,20600.0,5560.0,550.0
862,2019- 05- 01,91.1,839.5,87.1,26930.0,9760.0,760.0
863,2019- 04- 30,93.15,841.25,84.3,29790.0,11510.0,530.0
864,2019- 04- 29,92.65,847.5,84.78,18520.0,81580.0,820.0
865,2019- 04- 26,94.1,853.75,87.0,16200.0,142900.0,360.0
866,2019- 04- 25,93.35,859.25,87.85,20160.0,124150.0,630.0
867,2019- 04- 24,92.35,855.25,89.17,21560.0,87640.0,550.0
868,2019- 04- 23,93.25,862.0,87.83,24180.0,168390.0,590.0
869,2019- 04- 22,92.85,877.0,89.03,20010.0,80530.0,640.0
870,2019- 04- 18,92.9,880.5,90.2,42820.0,77260.0,550.0
871,2019- 04- 17,89.65,879.0,88.92,60180.0,105530.0,670.0
872,2019- 04- 16,92.95,888.0,88.97,34720.0,115190.0,680.0
873,2019- 04- 15,93.9,898.75,90.08,52440.0,105410.0,400.0
874,2019- 04- 12,92.95,895.25,79.3,43200.0,82120.0,1220.0
875,2019- 04- 11,92.7,895.25,79.22,72960.0,98640.0,2140.0
876,2019- 04- 10,96.75,902.0,78.9,28030.0,110700.0,2930.0
877,2019- 04- 09,96.1,898.75,78.53,44720.0,95490.0,2680.0
878,2019- 04- 08,95.5,898.75,78.6,36530.0,113480.0,3340.0
879,2019- 04- 05,95.75,899.0,79.03,34130.0,102770.0,6540.0
880,2019- 04- 04,97.8,906.5,79.58,34870.0,112220.0,4490.0
881,2019- 04- 03,97.85,898.75,79.08,27790.0,63620.0,5730.0
882,2019- 04- 02,94.2,900.0,78.95,14670.0,78590.0,5020.0
883,2019- 04- 01,94.6,895.5,77.4,26950.0,116290.0,6400.0
884,2019- 03- 29,97.05,884.25,77.38,13390.0,96060.0,8930.0
885,2019- 03- 28,96.6,889.5,78.88,14130.0,71400.0,9270.0
886,2019- 03- 27,96.45,887.5,81.33,17060.0,108410.0,9630.0
887,2019- 03- 26,97.95,900.75,79.72,13580.0,64160.0,8790.0
888,2019- 03- 25,96.9,906.5,78.65,10500.0,62220.0,6370.0
889,2019- 03- 22,96.65,903.75,78.33,5720.0,91930.0,15800.0
890,2019- 03- 21,97.55,910.5,78.33,6970.0,79290.0,16900.0
891,2019- 03- 20,97.45,906.0,73.83,11940.0,73220.0,10790.0
892,2019- 03- 19,96.65,904.0,70.83,17560.0,78730.0,12960.0
893,2019- 03- 18,96.85,905.75,71.03,14560.0,68440.0,20680.0
894,2019- 03- 15,97.8,909.25,68.8,13480.0,97850.0,21350.0
895,2019- 03- 14,97.15,889.5,65.8,19320.0,150.0,20620.0
896,2019- 03- 13,97.65,889.0,63.48,22950.0,220.0,41440.0
897,2019- 03- 12,96.0,884.75,63.65,32580.0,240.0,33300.0
898,2019- 03- 11,97.2,877.75,62.85,18070.0,440.0,49440.0
899,2019- 03- 08,98.5,883.75,60.55,20490.0,1280.0,39660.0
900,2019- 03- 07,96.85,890.75,57.73,21100.0,2610.0,32049.999999999996
901,2019- 03- 06,98.7,889.75,57.08,14680.0,2100.0,17420.0
902,2019- 03- 05,99.65,901.25,57.9,24740.0,3340.0,17110.0
903,2019- 03- 04,97.35,903.25,57.33,24740.0,4170.0,21650.0
904,2019- 03- 01,100.2,899.25,56.4,29700.0,8370.0,23370.0
905,2019- 02- 28,98.45,897.5,55.88,19690.0,13010.0,15310.0
906,2019- 02- 27,98.95,903.5,55.6,27680.0,69360.0,20500.0
907,2019- 02- 26,96.8,903.75,55.73,25440.0,88700.0,24650.0
908,2019- 02- 25,99.85,911.75,53.9,14980.0,108510.0,26860.0
909,2019- 02- 22,100.0,910.25,55.45,18180.0,127440.0,20390.0
910,2019- 02- 21,99.45,911.0,55.95,25820.0,169210.0,26130.0
911,2019- 02- 20,101.4,902.5,52.98,18390.0,132170.0,35560.0
912,2019- 02- 19,100.85,900.75,56.52,35710.0,119260.0,16370.000000000002
913,2019- 02- 15,101.65,907.5,59.52,34300.0,113610.0,14480.0
914,2019- 02- 14,101.45,903.5,55.1,34380.0,111540.0,1420.0
915,2019- 02- 13,102.3,916.5,55.15,41850.0,87710.0,1280.0
916,2019- 02- 12,103.55,917.5,55.17,39090.0,126540.0,2890.0
917,2019- 02- 11,103.3,905.0,55.17,46820.0,124100.0,2090.0
918,2019- 02- 08,105.6,914.5,55.05,39340.0,134650.0,3410.0
919,2019- 02- 07,107.3,913.25,55.27,38260.0,120900.0,4370.0
920,2019- 02- 06,108.55,921.75,55.92,20300.0,98810.0,4980.0
921,2019- 02- 05,107.95,920.25,56.42,18460.0,83110.0,4420.0
922,2019- 02- 04,108.65,918.5,57.38,19580.0,76590.0,5320.0
923,2019- 02- 01,106.8,917.75,56.35,17220.0,168140.0,3360.0
924,2019- 01- 31,109.0,915.25,56.25,15260.0,98080.0,6480.0
925,2019- 01- 30,105.3,921.0,57.45,8690.0,68240.0,4960.0
926,2019- 01- 29,105.75,919.0,57.33,9890.0,86950.0,8029.999999999999
927,2019- 01- 28,105.8,923.25,57.98,17120.0,69620.0,5280.0
928,2019- 01- 25,109.9,925.25,58.38,14720.0,103760.0,8510.0
929,2019- 01- 24,108.45,916.0,59.83,12530.0,85830.0,6640.0
930,2019- 01- 23,106.65,915.0,60.77,8380.0,72120.0,10850.0
931,2019- 01- 22,106.6,909.25,61.48,10320.0,126770.0,7870.0
932,2019- 01- 18,108.05,916.75,61.23,11940.0,112890.0,15080.0
933,2019- 01- 17,105.55,907.75,60.85,9640.0,103130.0,16570.0
934,2019- 01- 16,105.55,894.5,60.05,13130.0,87040.0,22140.0
935,2019- 01- 15,104.55,893.25,62.15,15590.0,107770.0,22050.0
936,2019- 01- 14,106.25,890.75,61.85,10620.0,290.0,24990.0
937,2019- 01- 11,107.2,899.25,62.65,15930.0,290.0,30030.0
938,2019- 01- 10,107.65,895.5,64.08,13670.0,1090.0,36160.0
939,2019- 01- 09,108.5,911.5,63.77,14010.0,2760.0,31400.0
940,2019- 01- 08,108.1,906.25,62.6,18630.0,3290.0,32490.000000000004
941,2019- 01- 07,105.75,912.25,61.9,5200.0,4350.0,14090.0
942,2019- 01- 04,104.65,909.5,61.95,6220.0,6570.0,16600.0
943,2019- 01- 03,105.15,900.25,62.15,7920.0,5150.0,15370.0
944,2019- 01- 02,102.65,894.75,61.7,5810.0,8390.0,25540.0
945,2018- 12- 31,104.95,882.5,60.98,4520.0,13220.0,15860.0
946,2018- 12- 28,104.1,882.75,60.65,2670.0,46910.0,12680.0
947,2018- 12- 27,104.9,869.0,60.58,4300.0,66900.0,14740.0
948,2018- 12- 26,107.0,870.0,60.38,2980.0,56380.0,12980.0
949,2018- 12- 24,105.3,884.0,60.3,2630.0,30790.0,14990.0
950,2018- 12- 21,102.9,884.75,61.12,4700.0,93660.0,19270.0
951,2018- 12- 20,105.65,893.5,62.38,6270.0,95830.0,15890.0
952,2018- 12- 19,104.0,900.0,62.7,5320.0,115950.0,12800.0
953,2018- 12- 18,99.4,907.75,62.65,15740.0,91100.0,18190.0
954,2018- 12- 17,100.1,904.75,63.83,17340.0,76020.0,17370.0
955,2018- 12- 14,102.25,900.5,54.95,11980.0,93460.0,1260.0
956,2018- 12- 13,104.1,907.0,54.8,16480.0,120800.0,1940.0
957,2018- 12- 12,103.05,920.0,54.73,17390.0,121340.0,2020.0
958,2018- 12- 11,102.35,915.0,54.45,23200.0,114410.0,3280.0
959,2018- 12- 10,105.15,909.75,54.73,17640.0,109610.0,4760.0
960,2018- 12- 07,104.1,916.75,54.25,26720.0,112610.0,8650.0
961,2018- 12- 06,105.95,909.5,54.52,24490.0,127440.0,8770.0
962,2018- 12- 05,105.95,913.5,55.85,11550.0,73440.0,8370.0
963,2018- 12- 04,106.9,911.75,56.88,17440.0,107530.0,7120.0
964,2018- 12- 03,107.8,905.75,58.02,26950.0,178080.0,7130.0
965,2018- 11- 30,107.55,894.75,57.88,35840.0,97860.0,9650.0
966,2018- 11- 29,112.3,887.25,58.73,18640.0,91230.0,9800.0
967,2018- 11- 28,113.9,890.5,57.95,16000.0,118520.0,6020.0
968,2018- 11- 27,113.3,875.5,57.88,20150.0,98670.0,8270.0
969,2018- 11- 26,110.8,862.25,57.4,14740.0,123320.0,7450.0
970,2018- 11- 23,110.95,881.0,59.08,18260.0,35990.0,5770.0
971,2018- 11- 21,114.1,883.0,58.27,10170.0,68300.0,8320.0
972,2018- 11- 20,114.9,881.0,58.98,16460.0,68070.0,18350.0
973,2018- 11- 19,116.65,873.75,61.02,23500.0,95490.0,23070.0
974,2018- 11- 16,116.3,892.25,60.08,17460.0,76600.0,24320.0
975,2018- 11- 15,113.8,888.75,57.08,25770.0,87080.0,16450.0
976,2018- 11- 14,116.2,870.5,57.0,41530.0,240.0,21010.0
977,2018- 11- 13,112.75,867.25,57.3,43200.0,2530.0,26810.0
978,2018- 11- 12,114.0,871.75,56.55,39310.0,3180.0,32460.0
979,2018- 11- 09,117.5,875.25,55.8,39630.0,3310.0,36560.0
980,2018- 11- 08,120.2,867.5,55.62,36600.0,3660.0,35640.0
981,2018- 11- 07,119.45,867.75,55.52,31770.0,4550.0,36720.0
982,2018- 11- 06,117.65,872.0,54.1,37150.0,4270.0,27670.0
983,2018- 11- 05,121.05,873.0,57.1,27450.0,7230.0,22750.0
984,2018- 11- 02,123.85,875.25,58.12,21350.0,12000.0,19160.0
985,2018- 11- 01,121.5,869.0,58.2,38120.0,17060.0,25970.0
986,2018- 10- 31,116.45,839.0,58.45,19130.0,18050.0,25700.0
987,2018- 10- 30,116.25,833.5,59.0,19680.0,107970.0,25110.0
988,2018- 10- 29,118.05,839.0,58.85,18670.0,114910.0,24460.0
989,2018- 10- 26,123.4,845.0,57.92,16210.0,120780.0,18600.0
990,2018- 10- 25,125.05,841.75,56.77,15040.0,130130.0,29840.0
991,2018- 10- 24,124.05,850.25,57.52,16059.999999999998,187130.0,22600.0
992,2018- 10- 23,124.85,857.5,54.52,22100.0,107490.0,20800.0
993,2018- 10- 22,121.45,858.5,53.17,9360.0,124570.0,20480.0
994,2018- 10- 19,125.9,856.75,51.6,11580.0,120380.0,22940.0
995,2018- 10- 18,125.85,863.5,52.3,24370.0,125410.0,25760.0
996,2018- 10- 17,126.25,885.75,54.7,21080.0,101640.0,26090.0
997,2018- 10- 16,121.3,884.75,56.88,15610.0,106590.0,26000.0
998,2018- 10- 15,122.95,891.5,56.75,22070.0,150600.0,22330.0
999,2018- 10- 12,120.1,867.5,68.75,14700.0,85800.0,1340.0
1000,2018- 10- 11,116.5,858.25,68.67,20790.0,161160.0,1210.0
1001,2018- 10- 10,115.5,852.25,68.47,14630.0,135160.0,3080.0
1002,2018- 10- 09,116.7,863.0,68.75,14260.0,141120.0,2610.0
1003,2018- 10- 08,115.35,869.75,68.45,22460.0,123430.0,3740.0
1004,2018- 10- 05,112.4,869.0,68.2,10680.0,167590.0,5760.0
1005,2018- 10- 04,110.4,859.25,67.5,7130.0,102930.0,6030.0
1006,2018- 10- 03,110.05,861.5,67.47,11220.0,98120.0,9300.0
1007,2018- 10- 02,111.0,866.0,66.42,8920.0,117210.0,8670.0
1008,2018- 10- 01,105.6,857.75,64.75,8850.0,152160.0,7130.0
1009,2018- 09- 28,105.85,845.5,62.17,9810.0,143040.0,8160.0
1010,2018- 09- 27,102.65,855.0,61.3,3470.0,76060.0,10780.0
1011,2018- 09- 26,101.15,850.0,62.2,7330.0,89460.0,10210.0
1012,2018- 09- 25,100.45,845.75,62.42,9290.0,160950.0,10930.0
1013,2018- 09- 24,101.9,841.0,61.0,3710.0,74830.0,7700.0
1014,2018- 09- 21,103.3,847.25,60.3,9650.0,88700.0,9840.0
1015,2018- 09- 20,103.1,850.25,61.25,6810.0,163230.0,13500.0
1016,2018- 09- 19,100.05,830.0,60.0,3580.0,80960.0,14540.0
1017,2018- 09- 18,95.85,814.0,59.17,28040.0,94050.0,18510.0
1018,2018- 09- 17,97.3,823.5,56.45,22080.0,72670.0,27910.0
1019,2018- 09- 14,99.7,830.5,56.23,19590.0,,28560.0
1020,2018- 09- 13,100.65,822.75,55.67,17280.0,60.0,31390.0
1021,2018- 09- 12,102.1,829.0,55.8,22490.0,640.0,37660.0
1022,2018- 09- 11,100.45,820.25,54.48,22000.0,350.0,33250.0
1023,2018- 09- 10,101.25,833.5,55.95,15670.0,170.0,36850.0
1024,2018- 09- 07,102.45,832.0,55.65,17050.0,400.0,29460.0
1025,2018- 09- 06,102.2,826.75,54.98,16500.0,570.0,25010.0
1026,2018- 09- 05,103.8,825.5,51.98,23030.0,820.0,25740.0
1027,2018- 09- 04,101.45,832.0,51.08,37250.0,1580.0,33020.0
1028,2018- 08- 31,101.8,833.0,50.42,22120.0,6330.0,29010.0
1029,2018- 08- 30,102.65,819.5,49.12,27120.0,16390.0,26000.0
1030,2018- 08- 29,102.9,823.25,51.55,18090.0,24290.0,24970.0
1031,2018- 08- 28,103.05,820.5,52.0,21440.0,26660.0,28910.0
1032,2018- 08- 27,105.75,834.75,54.77,18490.0,29910.0,24170.0
1033,2018- 08- 24,104.7,842.0,51.77,27550.0,29280.0,21270.0
1034,2018- 08- 23,101.5,842.0,51.17,23030.0,19490.0,21340.0
1035,2018- 08- 22,100.9,858.25,53.6,41750.0,21140.0,22990.0
1036,2018- 08- 21,101.8,874.5,56.23,37320.0,18550.0,20150.0
1037,2018- 08- 20,100.95,881.75,56.48,38630.0,10660.0,31110.0
1038,2018- 08- 17,104.7,881.5,58.6,28670.0,19410.0,35000.0
1039,2018- 08- 16,105.35,885.5,55.48,36810.0,19410.0,22170.0
1040,2018- 08- 15,106.0,857.5,52.48,47690.0,10750.0,14650.0
1041,2018- 08- 14,108.5,864.5,55.0,48480.0,80.0,1700.0
1042,2018- 08- 13,109.3,853.5,55.52,55410.0,140.0,2850.0
1043,2018- 08- 10,110.05,846.0,54.8,44470.0,300.0,1950.0
1044,2018- 08- 09,110.75,887.75,54.98,36210.0,640.0,4560.0
1045,2018- 08- 08,111.0,893.75,54.8,41260.0,1420.0,4710.0
1046,2018- 08- 07,112.2,889.25,55.8,45100.0,2140.0,4750.0
1047,2018- 08- 06,112.0,877.25,56.6,17140.0,1750.0,5510.0
1048,2018- 08- 03,111.1,886.25,58.5,16600.0,2610.0,5960.0
1049,2018- 08- 02,110.1,882.5,58.98,20730.0,4370.0,5960.0
1050,2018- 08- 01,111.3,886.75,60.25,23820.0,11350.0,7700.0
1051,2018- 07- 31,113.1,903.75,61.12,20430.0,15120.0,10110.0
1052,2018- 07- 30,114.6,875.0,63.3,19670.0,59120.0,5690.0
1053,2018- 07- 27,113.6,870.5,63.65,13320.0,47140.0,6650.0
1054,2018- 07- 26,112.85,861.25,64.9,13060.0,49690.0,11160.0
1055,2018- 07- 25,114.35,860.75,66.4,3770.0,33010.0,5720.0
1056,2018- 07- 24,114.25,858.0,65.55,9390.0,39160.0,12180.0
1057,2018- 07- 23,115.05,847.75,66.42,11470.0,31910.0,11370.0
1058,2018- 07- 20,114.05,849.75,66.45,5710.0,26320.0,12040.0
1059,2018- 07- 19,108.8,846.0,67.25,17970.0,26560.0,17310.0
1060,2018- 07- 18,108.15,842.25,67.2,21330.0,18550.0,19240.0
1061,2018- 07- 17,109.25,839.5,67.9,13170.0,37740.0,20050.0
1062,2018- 07- 16,110.3,829.5,79.75,15410.0,28640.0,1600.0
1063,2018- 07- 13,109.9,814.0,79.95,27160.0,100.0,1660.0
1064,2018- 07- 12,111.55,830.0,79.95,19140.0,150.0,2580.0
1065,2018- 07- 11,112.05,829.75,79.78,21250.0,1170.0,3450.0
1066,2018- 07- 10,114.8,852.25,79.5,22350.0,870.0,4210.0
1067,2018- 07- 09,115.05,851.75,80.22,23980.0,1260.0,4190.0
1068,2018- 07- 06,114.1,874.0,81.38,40700.0,2510.0,5750.0
1069,2018- 07- 05,109.15,835.5,83.3,27710.0,3570.0,3630.0
1070,2018- 07- 03,111.9,844.0,83.72,21630.0,4640.0,4550.0
1071,2018- 07- 02,111.65,848.5,83.2,35380.0,5570.0,8060.000000000001
1072,2018- 06- 29,115.1,858.5,82.88,19830.0,11060.0,8770.0
1073,2018- 06- 28,115.75,861.25,81.12,17990.0,43760.0,6720.0
1074,2018- 06- 27,117.45,867.5,80.22,13760.0,87400.0,6810.0
1075,2018- 06- 26,117.7,867.25,79.12,19580.0,88850.0,9210.0
1076,2018- 06- 25,117.2,874.5,78.08,12240.0,89320.0,7130.0
1077,2018- 06- 22,116.95,894.5,79.83,13380.0,128479.99999999999,7210.0
1078,2018- 06- 21,116.25,880.5,80.47,18840.0,99480.0,10230.0
1079,2018- 06- 20,116.65,889.5,80.03,28850.0,126770.0,12050.0
1080,2018- 06- 19,116.4,889.0,81.88,36030.0,196380.0,18420.0
1081,2018- 06- 18,116.7,908.5,83.72,22750.0,139700.0,16640.0
1082,2018- 06- 15,117.55,905.5,81.72,32189.999999999996,169720.0,21350.0
1083,2018- 06- 14,117.95,927.25,81.17,47520.0,118200.0,1430.0
1084,2018- 06- 13,118.6,936.0,81.0,34550.0,188400.0,2690.0
1085,2018- 06- 12,119.5,954.0,80.53,28610.0,137200.0,2430.0
1086,2018- 06- 11,119.2,953.75,80.15,39800.0,136800.0,3550.0
1087,2018- 06- 08,119.5,969.25,79.88,33970.0,132150.0,5660.0
1088,2018- 06- 07,118.0,974.25,78.4,39710.0,173220.0,4310.0
1089,2018- 06- 06,120.55,994.25,78.17,19610.0,90710.0,7370.0
1090,2018- 06- 05,121.75,1001.25,76.53,19170.0,127580.0,8420.0
1091,2018- 06- 04,123.75,1001.75,77.58,22030.0,101110.0,6300.0
1092,2018- 06- 01,124.95,1021.25,77.6,19040.0,99970.0,8630.0
1093,2018- 05- 31,125.9,1018.5,76.62,14880.0,103120.0,10250.0
1094,2018- 05- 30,122.5,1023.0,77.33,21620.0,134680.0,9560.0
1095,2018- 05- 29,122.4,1030.5,75.67,8620.0,128699.99999999999,8060.000000000001
1096,2018- 05- 25,122.65,1041.5,74.2,4220.0,79810.0,6170.0
1097,2018- 05- 24,122.8,1035.75,74.83,11840.0,122490.0,6920.0
1098,2018- 05- 23,121.65,1039.25,74.6,6650.0,90470.0,17300.0
