,cu_rol7_c1,oil_rol7_c1,gas_rol7_c1,al_rol7_c1,wheat_rol7_c1,cof_rol7_c1,pk_rol7_c1,bn_rol7_c1,scaled_oil,scaled_cu,scaled_gas,scaled_wheat,scaled_pk,scaled_al,scaled_cof,kospi_cost,kospi200_cost,kosdaq_cost,kosdaq100_cost
2018- 10- 18,-0.008571428571428452,-0.6600000000000037,-0.009714285714285342,-8.14285714285711,-0.28571428571433444,-0.12142857142856656,-1.1857142857142833,2.2857142857142208,0.0005143197444642954,0.44368615518365573,0.3980786026200873,0.252535557822721,0.10600356647513376,0.023606645558014155,0.2349232456140351,2148.31,277.48,731.34,1625.89
2018- 10- 19,-0.00035714285714316674,-0.3657142857142901,-0.004857142857143337,-8.35714285714289,0.6071428571428896,-0.19999999999998863,-1.1214285714285666,2.678571428571445,0.003816793893129771,0.38230819387089765,0.30827510917030565,0.2752805617235792,0.09094511591044185,0.05183437450335578,0.6181469298245614,2156.26,278.63,740.48,1662.49
2018- 10- 22,-0.002500000000000391,0.007142857142859782,-0.011999999999999122,-3.928571428571331,0.0,-0.5142857142857338,-1.2142857142857224,2.678571428571445,0.0017865843755075525,0.3714409910888937,0.373056768558952,0.28794334753645806,0.09015256588072124,0.01887553637575031,0.565515350877193,2161.71,279.4,744.15,1679.36
2018- 10- 23,-0.006071428571428061,-0.08285714285713652,0.007285714285714118,-7.892857142857338,-1.1785714285714448,-0.33571428571426054,-0.8771428571428572,-2.2857142857143344,0.0033566130691354014,0.38730710715061945,0.3876637554585153,0.2871631758986977,0.08718050326926889,0.04056284306654115,0.49629934210526316,2106.1,272.54,719.0,1616.05
2018- 10- 24,-0.004428571428571004,0.028571428571424917,-0.010857142857143565,-6.64285714285711,-3.6428571428571104,-0.1785714285714306,-0.7785714285714249,-5.821428571428555,0.001570028693627849,0.355444468593784,0.2454366812227074,0.45718057972754006,0.03546661382999802,0.022604188315260575,0.6095120614035088,2097.58,271.36,699.3,1571.19
2018- 10- 25,-0.003571428571429447,0.01999999999999602,-0.005285714285713894,-6.285714285714221,-5.178571428571445,-0.11428571428572809,-0.49428571428571644,-4.14285714285711,5.413892046992583e-05,0.41347533144968485,0.13685589519650654,0.5064514193122487,0.05329898949871211,0.025856061810046575,0.7594572368421053,2063.3,266.72,686.84,1551.28
2018- 10- 26,-0.005285714285713894,0.22857142857142776,-0.01928571428571413,-3.9642857142857792,-1.75,-0.37142857142858077,-0.5,-3.1071428571428896,0.0002977640625845921,0.4340360791132363,0.13810043668122268,0.8593890655944308,0.030513176144244106,0.024499077005831364,0.6644736842105263,2027.15,262.69,663.07,1501.19
2018- 10- 29,-0.0008571428571433337,0.30857142857142605,-0.0018571428571427795,-4.89285714285711,-0.8214285714285552,-0.857142857142847,-0.5885714285714272,-2.821428571428555,0.0007850143468139245,0.36370354270810695,0.020676855895196505,0.3963271919822361,0.2871012482662968,0.018997787259012945,0.6536458333333334,1996.05,260.19,629.7,1459.08
2018- 10- 30,-0.015071428571428402,0.0800000000000054,-0.009000000000000341,-6.0,-2.142857142857167,-0.978571428571442,-0.045714285714289815,-0.5357142857142208,0.0003519029830545179,0.0013040643338404696,0.317882096069869,0.4143911660565325,0.43610065385377456,0.038178950842919834,0.5045230263157895,2014.69,262.47,644.14,1491.62
2018- 10- 31,-0.016928571428571182,-0.14571428571428413,0.017571428571429237,-8.28571428571422,-1.0714285714285552,-0.8999999999999773,0.5428571428571516,-1.75,0.0003789724432894808,0.003042816778961095,0.3803711790393013,0.4946288183400348,0.6903110758866654,0.04338683846990794,0.39295504385964913,2029.69,264.01,648.67,1474.92
2018- 11- 01,-0.004214285714285726,-0.21142857142856997,0.0035714285714276706,-5.39285714285711,-0.14285714285716722,-1.4000000000000057,0.2142857142857153,-0.8571428571428896,0.0007038059661090358,0.0012171267115844383,0.33091703056768557,0.5114325151533338,0.6132355854963345,0.04341128864656047,0.529468201754386,2024.46,262.95,657.46,1483.06
2018- 11- 02,0.007928571428571729,-0.18285714285714505,0.016857142857142904,-3.571428571428669,1.321428571428612,-1.1785714285714306,0.20428571428570308,4.071428571428555,0.0013264035515131829,0.0016518148228645948,0.3662882096069869,0.3394346756286383,0.39607687735288294,0.040611743419846205,0.5115131578947368,2096.0,272.56,690.65,1568.95
2018- 11- 05,0.0013571428571421684,-0.13857142857142435,0.05214285714285749,-3.0,2.857142857142833,-1.1999999999999886,-0.27428571428570336,0.6785714285714448,0.00032483352281955497,0.0004346881112801565,0.6682096069868996,0.3255716257576667,0.45234792946304736,0.03806892504798347,0.5722313596491229,2076.92,270.07,691.94,1570.94
2018- 11- 06,-0.00021428571428527832,-0.1700000000000088,0.05285714285714338,-7.0714285714284415,0.9642857142857224,-1.0,-0.5471428571428589,-3.2142857142857792,0.0003789724432894808,0.0009128450336883286,0.3872489082969432,0.3080477705095121,0.41965524073707156,0.0340101957236641,0.31565241228070173,2089.62,271.57,691.55,1565.82
2018- 11- 07,0.0029285714285718356,0.1785714285714377,0.05285714285714249,0.14285714285711038,0.4285714285714448,-0.18571428571428328,-0.10142857142857764,-2.2142857142856656,0.001624167614097775,0.0004781569224081721,0.3759388646288209,0.4218328032167077,0.41826827818506046,0.04772674482573136,0.3776041666666667,2078.69,270.45,682.37,1538.51
2018- 11- 08,0.009999999999999343,0.2657142857142816,0.050857142857143156,3.3571428571428896,1.1428571428571104,0.057142857142835624,-0.10142857142856343,-7.25,0.001272264631043257,0.0004781569224081721,0.3615065502183406,0.6605053111684571,0.47572815533980584,0.0578002176065722,0.2534265350877193,2092.63,272.11,693.67,1558.64
2018- 11- 09,0.0034285714285715585,0.2671428571428578,0.06542857142857095,0.0,0.2142857142857224,-0.23571428571428044,-0.9428571428571502,-8.714285714285666,0.0030047100860808836,0.0004781569224081721,0.6263318777292576,0.5566824701434315,0.5696453338617001,0.0428367094952261,0.29385964912280704,2086.09,271.33,687.29,1536.47
2018- 11- 12,-0.006285714285714228,0.4471428571428575,0.07871428571428574,-3.9285714285715585,1.6785714285714448,0.27857142857143913,-0.7042857142857173,-8.35714285714289,0.0004331113637594066,0.0010432514670723756,0.5300655021834061,0.6929724539398668,0.49157915593421836,0.046100808078338364,0.24794407894736842,2080.44,271.57,670.82,1483.1
2018- 11- 13,-0.016857142857142904,0.134285714285717,0.11671428571428599,-6.14285714285711,-0.14285714285716722,0.12142857142855235,-1.0157142857142745,-7.85714285714289,0.0013805424719831086,0.0009563138448163444,0.751528384279476,0.62677789113605,0.5119873191995246,0.0608198144231592,0.3717105263157895,2071.23,269.7,670.85,1486.78
2018- 11- 14,-0.006571428571428228,0.13857142857142435,0.18142857142857105,-5.10714285714289,-0.6071428571428328,0.12857142857144765,-0.4542857142857173,-3.6071428571428896,0.00027069460234962914,0.0007824386003042816,1.0,0.4855068114985297,0.5716267089360016,0.03658968936050563,0.3031798245614035,2068.05,268.88,671.56,1489.31
2018- 11- 15,0.002071428571428502,-0.1599999999999966,0.0690000000000004,-3.9642857142857792,-0.9285714285714448,-0.0071428571428668874,-0.01285714285715045,-1.4285714285713311,0.00048725028422933245,0.0010867202782003913,0.7888864628820961,0.43203504771049633,0.6510798494154945,0.06427951441949169,0.5105537280701754,2088.06,271.54,681.38,1530.83
2018- 11- 16,0.0060714285714285054,-0.6014285714285776,0.10242857142857131,-7.464285714285552,-0.5,-0.12857142857143344,0.030000000000008242,-2.3571428571428896,0.0007579448865789616,0.002086502934144751,0.588471615720524,0.2488147392426334,0.5068357440063405,0.04471937309747063,0.31565241228070173,2092.4,271.65,690.18,1552.34
2018- 11- 19,0.008714285714285452,-0.5271428571428558,0.16528571428571404,-9.14285714285711,-1.3214285714285552,-0.5071428571428527,0.029999999999986926,-1.1428571428571104,0.001597098153862812,0.004955444468593784,0.5750436681222707,0.3070275460601332,0.492371705963939,0.056492133155662046,0.2261513157894737,2100.56,272.31,702.13,1587.32
2018- 11- 20,0.011500000000000288,-0.9842857142857113,0.11485714285714277,-1.2142857142857792,-0.1785714285714448,-0.08571428571428896,0.5214285714285865,1.6428571428571104,0.0018407232959774783,0.003825255379265377,0.5191048034934498,0.23513172898037568,0.5805428967703588,0.06564872431203315,0.23368969298245615,2082.58,269.58,690.81,1549.68
2018- 11- 21,0.01657142857142846,-0.8214285714285623,0.09471428571428575,2.928571428571331,-3.0,-0.23571428571428044,0.6285714285714263,1.4642857142856656,0.0018407232959774783,0.001869158878504673,0.42912663755458513,0.18009962191682172,0.7269665147612444,0.03370456851550752,0.2147752192982456,2076.55,268.27,695.72,1569.62
2018- 11- 22,0.01471428571428568,-0.5628571428571547,0.023857142857142577,3.0,-1.3928571428571672,-0.3142857142857025,0.7657142857142887,0.10714285714288962,0.0020437442477397,0.0017822212562486417,0.3453711790393013,0.239572705995319,0.655637012086388,0.027359747674176944,0.30153508771929827,2069.95,267.76,692.39,1564.07
2018- 11- 23,0.008000000000000007,-0.9042857142857059,-0.07557142857142818,2.285714285714448,-0.46428571428566556,0.04285714285711606,0.7685714285714198,-0.5714285714285552,0.002246765199501922,0.0016952836339926105,0.2616157205240175,0.29904579007381626,0.7430156528630871,0.021014926832846365,0.30825109649122806,2057.48,266.33,683.06,1540.63
2018- 11- 26,0.0013571428571426125,-0.6228571428571499,0.02999999999999936,4.64285714285711,0.2857142857142776,-0.11428571428568546,0.6557142857142892,-1.3214285714285552,0.0029505711656109576,0.006302977613562269,0.1458078602620087,0.2357318610094221,0.6187834357043789,0.012604066064377313,0.2368421052631579,2083.02,269.79,695.36,1582.33
2018- 11- 27,-0.012499999999999734,-0.480000000000004,-0.0014285714285708906,0.0714285714284415,-1.25,-0.5857142857143032,0.6071428571428541,0.7142857142856656,0.0028152238644361433,0.007867854814170832,0.13456331877729255,0.1625757666686671,0.5627105211016447,0.018692160050856364,0.26850328947368424,2099.42,272.08,700.67,1590.66
2018- 11- 28,0.0002142857142857224,-0.46999999999999176,0.002142857142857224,1.3214285714286689,-0.14285714285716722,-0.6999999999999886,0.21000000000000796,-0.46428571428566556,0.0014617508526879974,0.007389697891762661,0.03724890829694323,0.12170677549060793,0.5498315831186844,0.021662856514138313,0.3026315789473684,2108.22,273.45,700.12,1584.48
2018- 11- 29,0.0023571428571429465,0.10428571428571587,0.01757142857142835,-0.1785714285715585,-0.6071428571428328,-0.9428571428571502,0.5028571428571382,-2.571428571428555,0.00048725028422933245,0.00099978265594436,0.4153711790393013,0.09680129628518273,0.3635823261343372,0.023459944498098996,0.3843201754385965,2114.1,274.16,695.48,1565.14
2018- 11- 30,-0.002000000000000224,-0.248571428571438,0.022999999999999687,0.39285714285733775,2.428571428571388,-0.17142857142856371,0.5785714285714292,-0.5,0.0012993340912782199,0.00021734405564007828,0.3635371179039301,0.014343155494208726,0.2849217356845651,0.026014987958287997,0.04906798245614035,2096.86,271.35,695.76,1570.19
2018- 12- 03,0.0014999999999996128,-0.032857142857139365,0.010142857142857231,3.5357142857142208,2.5357142857143344,0.37857142857141923,0.9671428571428535,4.285714285714221,0.000947431108223702,0.00021734405564007828,0.413471615720524,0.014343155494208726,0.2643154349118288,0.03080722258218315,0.09333881578947369,2131.93,276.18,709.46,1611.07
2018- 12- 04,-0.0024285714285707805,0.287142857142868,0.021285714285714796,3.25,2.7857142857142776,0.17142857142857792,0.642857142857153,2.6071428571428896,0.0008391532672838504,0.0003912193001521409,0.3464410480349345,0.001980435695853088,0.19179710719239154,0.03213975720974584,0.13226425438596492,2114.35,273.29,708.63,1599.63
2018- 12- 05,0.001642857142857057,0.17428571428570905,0.031571428571428584,2.4642857142857792,1.0,0.1785714285714164,0.76142857142856,2.6071428571428896,0.0002977640625845921,0.001738752445120626,0.22687772925764188,0.00030006601452319513,0.14939568060233804,0.018569909167593733,0.05084978070175439,2101.31,271.49,701.12,1579.84
2018- 12- 06,0.0039999999999995595,-0.01285714285715045,0.009285714285714342,0.7142857142855519,1.0357142857142776,0.10714285714287541,0.884285714285717,2.178571428571331,0.0008662227275188132,0.0010867202782003913,0.2868122270742358,0.0031206865510412293,0.2133940955022786,0.018765510580813945,0.12733004385964913,2068.69,267.18,678.38,1524.74
2018- 12- 07,-0.006499999999999506,-0.0799999999999983,-0.03242857142857147,2.821428571428669,3.142857142857167,0.549999999999983,0.8214285714285765,3.7857142857143344,0.0009203616479887391,0.0006955009780482504,0.3951091703056768,0.0003600792174278341,0.19912819496730733,0.046320859668211097,0.10046600877192982,2075.76,268.28,685.33,1549.06
2018- 12- 10,-0.009714285714285786,-0.3285714285714292,-0.014428571428570791,-1.1785714285715585,2.607142857142776,0.9714285714285751,0.3042857142857045,5.85714285714289,0.002165556818797033,0.00013040643338404695,0.4123362445414847,6.001320290463902e-05,0.21042203289082625,0.04449932150759789,0.04756030701754386,2053.79,265.35,670.39,1514.48
2018- 12- 11,-0.002642857142856947,-0.08857142857142009,-0.029285714285714803,-3.714285714285552,-0.8571428571427759,0.8285714285714221,0.3100000000000023,2.2142857142856656,0.0004331113637594066,0.0001738752445120626,0.3811135371179039,6.001320290463902e-05,0.15851000594412523,0.06431618968447048,0.13445723684210525,2052.97,264.69,661.01,1485.53
2018- 12- 12,-0.005285714285714338,-0.2571428571428669,-0.028999999999999915,-5.89285714285711,-0.07142857142855519,0.3571428571428612,0.5,1.0714285714285552,0.002571598722321477,0.0002608128667680939,0.43030567685589516,6.001320290463902e-05,0.13810184267881911,0.029780315162777047,0.12129934210526316,2082.57,268.47,676.48,1529.21
2018- 12- 13,0.0013571428571426125,-0.1971428571428575,-0.0475714285714286,-7.035714285714448,1.2142857142856656,1.1000000000000085,0.8742857142857261,2.678571428571445,0.00027069460234962914,0.0006520321669202347,0.4196506550218341,0.0002400528116185561,0.16861501882306323,0.034193572048558045,0.12225877192982457,2095.55,269.41,681.78,1530.65
2018- 12- 14,-0.0019285714285715017,-0.24285714285714022,-0.09171428571428564,-7.3214285714284415,1.8928571428571104,1.164285714285711,0.9242857142857019,2.928571428571445,0.00027069460234962914,0.0002608128667680939,0.3535589519650655,0.00012002640580927805,0.1810976817911631,0.014303353341727894,0.15378289473684212,2069.38,265.55,666.34,1483.34
2018- 12- 17,0.0014999999999996128,-0.1328571428571408,-0.11414285714285732,-0.1785714285715585,4.285714285714334,1.4214285714285637,0.7257142857142966,1.9285714285714448,0.0004331113637594066,0.0004346881112801565,0.3083187772925764,0.2225289563704015,0.1163067168615019,0.03861905402266531,0.09772478070175439,2071.09,266.33,661.9,1474.82
2018- 12- 18,-0.013499999999999623,-0.3471428571428561,-0.09285714285714253,-3.75,1.8928571428571104,1.6071428571428754,0.8571428571428612,2.7142857142856656,0.002192626279031996,0.0008259074114322974,0.3239301310043668,0.24155314169117206,0.11095700416088768,0.05937725400066015,0.14638157894736842,2062.11,265.18,659.67,1471.95
2018- 12- 19,-7.142857142827808e-05,-0.014285714285719564,-0.11700000000000044,-0.6071428571428896,1.1071428571428896,1.8142857142857025,1.0214285714285722,2.1071428571428896,0.002030209517622219,0.0004346881112801565,0.29637554585152837,0.2983256316389606,0.07093322765999605,0.05399821513710436,0.30783991228070173,2078.84,267.31,672.08,1513.41
2018- 12- 20,-0.009642857142857508,-0.13000000000000256,-0.11771428571428544,-2.75,1.9642857142856656,1.5499999999999972,0.9399999999999977,2.5,0.0007579448865789616,0.0008693762225603131,0.3277510917030568,0.27059953189701735,0.048543689320388356,0.09897431508942652,0.19544956140350878,2060.12,264.81,668.13,1507.13
2018- 12- 21,-0.013571428571428346,-0.1442857142857008,-0.04571428571428582,-2.8214285714284415,-0.1785714285714448,1.414285714285711,0.5314285714285631,-0.7857142857143344,0.00024362514211466623,0.0003477504890241252,0.21410480349344976,0.37622276900918206,0.05785615216960571,0.0442303695644201,0.20052083333333334,2061.49,265.06,673.64,1527.24
2018- 12- 24,-0.014357142857142957,-0.3914285714285768,-0.09385714285714286,-3.8928571428571104,-1.607142857142776,0.7857142857142918,0.3214285714285694,-1.107142857142776,0.0010015700286936278,0.0003912193001521409,0.0937117903930131,0.1352097461441517,0.020804438280166437,0.01641829362217142,0.28495065789473684,2055.01,264.45,669.79,1523.49
2018- 12- 26,-0.0071428571428571175,0.04999999999999005,0.002142857142857224,-9.25,-3.6071428571428896,1.7928571428571303,-1.5357142857142776,4.60714285714289,0.0006767365058740728,0.0003912193001521409,0.08934497816593887,0.19516293584588612,0.439270853972657,0.03488632705371296,0.30249451754385964,2028.01,260.98,665.74,1533.87
2018- 12- 27,0.0008571428571428896,0.08428571428571985,-0.02800000000000047,-10.03571428571422,-3.178571428571445,1.2714285714285722,-1.6171428571428663,2.25,0.00024362514211466623,0.0010867202782003913,0.019737991266375543,0.19600312068655104,0.5119873191995246,0.04412034376948373,0.21395285087719298,2028.44,260.57,667.88,1519.65
2018- 12- 28,-0.005428571428571338,-0.09428571428571075,-0.060428571428571054,-11.39285714285711,-1.5714285714285552,1.557142857142864,-1.9642857142857153,2.2857142857143344,0.0001894862216447404,0.23273201477939578,0.28661572052401746,0.1509932185080718,0.5137705567663959,0.03256763530116505,0.2889254385964912,2041.04,261.98,675.65,1526.66
2019- 01- 02,-0.0061428571428567835,0.384285714285717,-0.07271428571428551,-13.78571428571422,-1.3928571428571672,0.7071428571428413,-2.2142857142857224,0.03571428571433444,0.0004331113637594066,0.369484894588133,0.319825327510917,0.27870131428914363,0.4026154150980781,0.054548344111786204,0.12828947368421054,2010.0,258.23,669.37,1495.92
2019- 01- 03,-0.013285714285714345,1.412857142857142,-0.07785714285714329,-5.5714285714284415,0.07142857142861203,0.6785714285714306,-2.0328571428571394,-1.4285714285714448,0.0008120838070488875,0.3849597913497066,0.25021834061135373,0.2928644301746384,0.4089558153358431,0.05337473563246494,0.30290570175438597,1993.7,255.77,657.02,1457.3
2019- 01- 04,-0.008142857142857007,0.10428571428571587,-0.07128571428571417,1.0357142857142208,1.0,0.15714285714287257,0.10999999999999943,-5.89285714285711,0.0006496670456391099,0.3619213214518583,0.2650218340611354,0.2643581587949349,0.44462056667327127,0.06960965292974242,0.2201206140350877,2010.25,257.89,664.49,1477.96
2019- 01- 07,-0.004857142857142893,0.31714285714286206,-0.09971428571428564,4.678571428571331,0.8928571428571104,0.5357142857142776,-0.015714285714281573,-6.142857142857224,0.0007308754263439987,0.25129319713105847,0.23591703056768557,0.24935485806877514,0.5880721220527046,0.05216445188816489,0.20614035087719298,2037.1,261.57,672.84,1495.85
2019- 01- 08,-0.003642857142857281,0.48714285714284955,-0.0479999999999996,3.4285714285715585,0.8928571428571672,-0.40714285714285836,0.45999999999999375,-5.821428571428555,0.0010015700286936278,0.28680721582264723,0.28609170305676856,0.4304747044349757,0.36536556370120865,0.06880279710020905,0.2221765350877193,2025.27,259.65,668.49,1476.79
2019- 01- 09,0.003714285714286003,0.5157142857142816,0.006285714285714228,1.5,2.392857142857167,-1.1142857142857139,0.9357142857142904,-3.5,0.003464890910075253,0.3419256683329711,0.26148471615720525,0.34411570545520015,0.48147414305528036,0.08085673418990452,0.2558936403508772,2064.71,265.6,679.74,1501.67
2019- 01- 10,-0.002071428571428502,1.32714285714286,-0.0018571428571432236,6.0714285714284415,1.25,-1.3785714285714477,1.0571428571428498,-3.321428571428555,0.0007579448865789616,0.3113236252988481,0.3340174672489083,0.3559983196303187,0.49435308103824055,0.12430469810144379,0.26973684210526316,2063.28,265.55,683.34,1513.48
2019- 01- 11,0.0055714285714283385,0.2057142857142864,0.020142857142857462,5.714285714285779,1.8214285714285552,-0.714285714285694,0.7542857142857216,-2.7857142857143344,0.00040604190352444374,0.2907194088241687,0.29314410480349345,0.4398367640880994,0.5060431939766199,0.09445103240870915,0.2621984649122807,2075.57,267.13,686.33,1510.32
2019- 01- 14,0.009571428571428342,0.07428571428571473,0.09228571428571408,-2.0357142857142208,0.07142857142855519,-0.47857142857142776,0.5257142857142867,1.642857142857224,0.0010015700286936278,0.30006520321669206,0.487117903930131,0.29478485266758686,0.511392906677234,0.1465910341202215,0.5224780701754386,2064.52,264.99,683.09,1491.16
2019- 01- 15,-0.0018571428571427795,0.11857142857142833,0.06528571428571439,-4.35714285714289,-0.8571428571428896,-0.028571428571424917,0.08571428571428186,3.571428571428555,0.001272264631043257,0.2854596826776788,0.40050218340611354,0.33169297245393986,0.3764612641172974,0.038900231054169364,0.29262609649122806,2097.18,269.93,690.39,1504.99
2019- 01- 16,0.005214285714285616,0.18428571428570706,0.06285714285714272,-4.0,-0.6071428571427759,-0.5714285714285836,0.047142857142851824,4.464285714285666,0.0008391532672838504,0.31667028906759404,0.4165938864628821,0.25949708935965915,0.4475926292847236,0.05550190100123473,0.3762335526315789,2106.1,271.23,693.38,1500.4
2019- 01- 17,0.0034285714285720026,-0.04428571428570649,0.06371428571428561,-1.7857142857142208,0.0,-0.8214285714285694,-0.5457142857142756,3.8571428571428896,0.0005684586649342212,0.286024777222343,0.3425982532751092,0.3935065714457181,0.5450762829403607,0.09099133241237668,0.5091831140350878,2107.06,271.88,686.35,1473.59
2019- 01- 18,0.008857142857142453,-0.29857142857142804,0.07114285714285717,1.8571428571426623,-0.3214285714286689,0.20000000000001705,-0.47571428571428953,4.10714285714289,0.0005955281251691842,0.33927407085416217,0.3472489082969432,0.303246714277141,0.7243907271646524,0.0507341165539921,0.4354440789473684,2124.28,273.88,696.34,1499.92
2019- 01- 21,0.0028571428571431134,0.017142857142850687,0.031571428571428584,1.7857142857144481,-0.3571428571428896,0.14999999999999147,-0.37857142857142634,5.178571428571445,0.004385252558063992,0.3803376077664276,0.38058224163027654,0.40426893916661666,0.7212205270457699,0.030016666870418138,0.5431743421052632,2124.61,274.0,695.62,1482.72
2019- 01- 22,0.0034999999999998366,0.03285714285714647,-0.07871428571428574,7.75,1.0,-1.0714285714285694,-0.23571428571430175,0.39285714285722406,0.006280114774511396,0.4008693762225603,0.3972489082969432,0.45478005161135454,0.6399841489994057,0.019657942028631154,0.5387883771929824,2117.77,272.71,694.55,1482.09
2019- 01- 23,0.0028571428571431134,-0.06857142857142406,-0.07442857142857129,9.178571428571331,2.1428571428571104,-1.585714285714289,-0.117142857142845,-1.142857142857224,0.0004331113637594066,0.2574657683112367,0.2874235807860262,0.270659545099922,0.5280364573013673,0.04843579994865462,0.5921052631578948,2127.78,273.87,695.63,1473.16
2019- 01- 24,-0.004142857142857448,-0.12000000000000455,-0.040714285714285925,4.35714285714289,1.2857142857143344,-0.6928571428571502,-0.014285714285719564,-0.35714285714277594,0.00046018082399436956,0.2565963920886764,0.21122270742358076,0.3057072555962312,0.41311670299187636,0.029389112336336627,0.5692160087719298,2145.03,276.61,704.41,1503.63
2019- 01- 25,0.007000000000000561,-0.008571428571428896,-0.03357142857142836,8.571428571428442,0.3214285714285552,-0.5499999999999972,0.42571428571427816,2.3928571428571104,0.001272264631043257,0.4058682895022821,0.11096069868995632,0.3066674668427054,0.322765999603725,0.021124952627782734,0.35320723684210525,2177.73,281.67,711.38,1523.84
2019- 01- 28,-0.0055714285714287826,0.007142857142859782,-0.08157142857142885,-1.1428571428571104,0.14285714285711038,-0.45000000000000284,0.6514285714285819,3.5,0.0010557089491635538,0.33527494023038473,0.09737991266375545,0.26411810598331636,0.47870021795125817,0.027799850853922416,0.2393092105263158,2177.3,281.64,714.26,1537.91
2019- 01- 29,0.0022857142857142243,0.03857142857143003,-0.05328571428571394,3.785714285714448,-0.5357142857142208,-0.5071428571428669,0.7714285714285722,0.8928571428571104,0.0023550430404417734,0.2903281895240165,0.025720524017467244,0.46648262617775915,0.4539330295224886,0.020709299624689786,0.32209429824561403,2183.36,283.0,710.99,1537.32
2019- 01- 30,0.0128571428571429,-0.09142857142856542,-0.06657142857142873,7.678571428571331,-0.03571428571433444,-0.37142857142855235,0.4542857142857102,0.8214285714285552,0.0006767365058740728,0.0008259074114322974,0.19834061135371175,0.2794814859269039,0.36041212601545475,0.02254306287362926,0.2256030701754386,2206.2,286.62,715.3,1549.25
2019- 01- 31,0.01849999999999996,-0.12571428571429522,-0.03228571428571403,3.3571428571428896,-0.6785714285714448,0.014285714285691142,0.24571428571429266,1.6071428571428896,0.0009203616479887391,0.0014344707672245165,0.28146288209606984,0.33793434555602236,0.16168020606300776,0.029425787601315416,0.13939144736842105,2204.85,285.89,716.86,1557.47
2019- 02- 01,0.017571428571427905,0.06857142857142406,-0.035142857142857586,-4.35714285714289,-0.25,-0.25714285714283847,0.25428571428570734,1.9642857142856656,0.000947431108223702,0.001130189089328407,0.26921397379912665,0.5006301386304988,0.11115514166831783,0.03233535862296605,0.25027412280701755,2203.46,285.79,716.92,1554.81
2019- 02- 07,0.015285714285714569,-0.14857142857143657,-0.057000000000000384,-0.07142857142866887,0.0,-0.6214285714285808,-0.32714285714285296,1.9285714285714448,0.0018407232959774783,0.0013040643338404696,0.45980349344978166,0.6742483346336194,0.19100455716267092,0.046113033166664624,0.25548245614035087,2203.42,285.65,728.79,1591.13
2019- 02- 08,0.005999999999999339,-0.10428571428571587,-0.03871428571428526,-4.428571428571331,0.07142857142855519,-1.0499999999999972,-0.15714285714285836,1.9642857142857792,0.00032483352281955497,0.0010867202782003913,0.3202620087336244,0.6741883214307148,0.18803249455121857,0.03622293671071773,0.4912280701754386,2177.05,281.49,728.74,1583.53
2019- 02- 11,0.0005714285714288891,0.01285714285715045,-0.02457142857142891,-4.821428571428669,0.25,-0.8999999999999915,-0.0357142857142847,3.25,0.0008120838070488875,0.0003477504890241252,0.43934497816593887,0.5134729640520915,0.13810184267881911,0.046846538466240414,0.36938048245614036,2180.73,282.1,733.47,1598.54
2019- 02- 12,-0.00035714285714272265,-0.13285714285713368,-0.006571428571428228,-3.8571428571426623,-0.6071428571427759,-0.5785714285714363,-0.3142857142857167,4.39285714285711,0.001597098153862812,0.00013040643338404695,0.3668777292576419,0.49714937286202965,0.13790370517138897,0.053044658247655835,0.23903508771929824,2190.47,283.69,730.58,1587.22
2019- 02- 13,-0.00307142857142928,-0.020000000000010232,-0.012142857142857455,-9.35714285714289,-0.5,-0.692857142857136,-0.22142857142857508,7.321428571428555,0.0015158897731579232,0.00013040643338404695,0.4023580786026201,0.4498589689731741,0.16267089360015852,0.051308695705326465,0.15830592105263158,2201.48,284.97,739.91,1609.32
2019- 02- 14,-0.005999999999999783,0.03142857142857025,-0.012714285714285456,-11.14285714285711,-2.892857142857224,-1.0499999999999972,-0.4799999999999969,4.85714285714289,0.000622597585404147,0.0007389697891762661,0.2191266375545851,0.6190962011642561,0.17059639389736478,0.04816684800547683,0.33566337719298245,2225.85,288.68,742.27,1611.29
2019- 02- 15,-0.00535714285714306,0.1257142857142881,-0.005285714285714338,-7.571428571428669,-3.107142857142776,-1.40000000000002,-0.528571428571432,3.75,0.0006496670456391099,0.0005650945446642034,0.2122489082969432,0.47866530636740084,0.16821874380820293,0.08094230980818837,0.3662280701754386,2196.09,283.98,738.66,1602.34
2019- 02- 18,0.0034285714285711144,0.48571428571428044,0.009000000000000341,-4.035714285714448,-1.9285714285714448,-0.7428571428571757,-0.490000000000002,2.8928571428571104,0.0005594355115225669,0.0006520321669202347,0.2898908296943231,0.45646042129268444,0.061818902318208836,0.04738851738203809,0.31798245614035087,2210.89,285.9,745.33,1617.48
2019- 02- 19,0.012071428571428733,0.28000000000000114,0.0028571428571426694,-2.2857142857142208,-4.071428571428555,-0.6785714285714022,-0.46999999999999176,2.0357142857143344,0.0005143197444642954,0.0006955009780482504,0.32871179039301307,0.4453579787553262,0.03685357638200912,0.03061162116896294,0.2383497807017544,2205.63,284.91,748.05,1623.74
2019- 02- 20,0.02071428571428635,0.25571428571428356,-0.007428571428571562,2.4285714285715585,-5.60714285714289,-0.3999999999999915,-0.29714285714285893,-0.6785714285714448,0.00500785014346814,0.001477939578352532,0.2378602620087336,0.46864310148232613,0.03526847632256786,0.02591718725167789,0.22587719298245615,2229.76,288.4,750.69,1636.45
