,date,cu_cost,oil_cost,gas_cost,wheat_cost,al_cost,cu_vol,wheat_vol,gas_vol,oil_vol,al_vol,kospi_cost,kospi_vol,kospi200_cost,kospi200_vol,kosdaq_cost,kosdaq_vol,kosdaq100_cost,kosdaq100_vol,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
940,2019- 03- 14,2.8915,54.67,2.855,452.25,1895.25,68740.0,,85280.0,380.0,28290.0,2155.68,341010000.0,276.64,95820000.0,755.42,643980000.0,1651.12,61080000.0,97.15,889.5,65.8,19320.0,150.0,20620.0
941,2019- 03- 13,2.9355,54.85,2.82,440.25,1897.5,49400.0,10.0,101210.0,270.0,35280.0,2148.41,285600000.0,276.0,61490000.0,754.89,797150000.0,1671.05,42150000.0,97.65,889.0,63.48,22950.0,220.0,41440.0
942,2019- 03- 12,2.9285,54.46,2.784,446.25,1865.75,68210.0,20.0,90020.0,150.0,69620.0,2157.18,355280000.0,277.73,63960000.0,754.76,792770000.0,1674.66,43680000.0,96.0,884.75,63.65,32580.0,240.0,33300.0
943,2019- 03- 11,2.901,54.39,2.772,422.25,1839.0,43180.0,30.0,136890.0,220.0,44250.0,2138.1,272100000.0,275.06,64830000.0,739.09,686950000.0,1631.95,32830000.0,97.2,877.75,62.85,18070.0,440.0,49440.0
944,2019- 03- 08,2.8935,54.24,2.865,432.75,1866.5,66540.0,30.0,85880.0,700.0,30400.0,2137.44,313310000.0,274.84,71640000.0,735.97,871230000.0,1616.01,28690000.0,98.5,883.75,60.55,20490.0,1280.0,39660.0
945,2019- 03- 07,2.9105,54.56,2.866,431.5,1858.5,59930.0,70.0,117000.0,240.0,32760.0,2165.79,292580000.0,278.87,78640000.0,736.83,897290000.0,1612.39,35510000.0,96.85,890.75,57.73,21100.0,2610.0,32050.0
946,2019- 03- 06,2.9185,54.44,2.841,440.5,1860.5,51450.0,150.0,119630.0,80.0,29900.0,2175.6,328940000.0,279.85,75230000.0,746.7,846990000.0,1640.48,31440000.0,98.7,889.75,57.08,14680.0,2100.0,17420.0
947,2019- 03- 05,2.9335,54.51,2.884,454.25,1868.75,61970.0,330.0,103060.0,300.0,37380.0,2179.23,313140000.0,280.45,78810000.0,747.95,753410000.0,1653.96,37970000.0,99.65,901.25,57.9,24740.0,3340.0,17110.0
948,2019- 03- 04,2.909,54.51,2.857,446.75,1870.5,70590.0,880.0,103660.0,420.0,43080.0,2190.66,373170000.0,282.51,107550000.0,748.07,707580000.0,1659.27,39710000.0,97.35,903.25,57.33,24740.0,4170.0,21650.0
949,2019- 03- 01,2.932,53.53,2.859,454.0,1915.25,75970.0,2210.0,134660.0,890.0,45070.0,,,,,,,,,100.2,899.25,56.4,29700.0,8370.0,23370.0
950,2019- 02- 28,2.948,54.42,2.812,452.5,1908.5,70210.0,4220.0,118340.0,370.0,25120.0,2195.44,510020000.0,283.8,129090000.0,731.25,1020000000.0,1620.49,52090000.0,98.45,897.5,55.88,19690.0,13010.0,15310.0
951,2019- 02- 27,2.9625,54.54,2.799,461.0,1919.5,73980.0,15760.0,94050.0,190.0,16970.0,2234.79,301510000.0,288.76,72740000.0,752.16,921720000.0,1638.22,26930000.0,98.95,903.5,55.6,27680.0,69360.0,20500.0
952,2019- 02- 26,2.948,54.1,2.855,460.25,1908.5,930.0,35050.0,14320.0,280.0,30360.0,2226.6,331960000.0,287.89,81330000.0,747.09,956640000.0,1630.83,26700000.0,96.8,903.75,55.73,25440.0,88700.0,24650.0
953,2019- 02- 25,2.947,53.93,2.836,466.75,1904.5,710.0,45910.0,80150.0,770.0,24690.0,2232.56,339230000.0,289.0,73420000.0,750.4,735840000.0,1636.13,31220000.0,99.85,911.75,53.9,14980.0,108510.0,26860.0
954,2019- 02- 22,2.949,54.75,2.717,486.75,1912.0,680.0,50630.0,35120.0,350.0,32230.0,2230.5,409310000.0,288.74,70340000.0,743.38,965510000.0,1617.75,30990000.0,100.0,910.25,55.45,18180.0,127440.0,20390.0
955,2019- 02- 21,2.8975,54.99,2.697,486.5,1904.5,640.0,49590.0,97900.0,370.0,28700.0,2228.66,382510000.0,288.41,88240000.0,747.33,956550000.0,1625.98,33280000.0,99.45,911.0,55.95,25820.0,169210.0,26130.0
956,2019- 02- 20,2.92,55.05,2.636,480.75,1868.0,360.0,78090.0,110140.0,1850.0,22320.0,2229.76,374340000.0,288.4,88580000.0,750.69,885290000.0,1636.45,41440000.0,101.4,902.5,52.98,18390.0,132170.0,35560.0
957,2019- 02- 19,2.8775,54.97,2.662,489.75,1856.25,180.0,74210.0,151750.0,190.0,26160.0,2205.63,389090000.0,284.91,62750000.0,748.05,793920000.0,1623.74,30010000.0,100.85,900.75,56.52,35710.0,119260.0,16370.000000000002
958,2019- 02- 18,2.838,56.27,2.646,503.75,1846.0,,,,,,2210.89,314370000.0,285.9,73480000.0,745.33,734380000.0,1617.48,28950000.0,,,,,,
959,2019- 02- 17,2.816,56.33,2.618,503.25,,,,,,,,,,,,,,,,,,,,
960,2019- 02- 15,2.8025,54.41,2.625,504.25,1848.0,150.0,79760.0,98410.0,240.0,67330.0,2196.09,400590000.0,283.98,77190000.0,738.66,738000000.0,1602.34,44430000.0,101.65,907.5,59.52,34300.0,113610.0,14480.0
961,2019- 02- 14,2.7785,53.96,2.573,507.0,1839.25,190.0,103160.0,101560.0,230.0,40520.0,2225.85,573360000.0,288.68,112390000.0,742.27,738310000.0,1611.29,45090000.0,101.45,903.5,55.1,34380.0,111540.0,1420.0
962,2019- 02- 13,2.776,53.89,2.575,522.25,1849.5,50.0,74960.0,185480.0,560.0,43090.0,2201.48,421990000.0,284.97,93290000.0,739.91,798620000.0,1609.32,36030000.0,102.3,916.5,55.15,41850.0,87710.0,1280.0
963,2019- 02- 12,2.775,53.26,2.688,520.0,1851.0,50.0,82840.0,169230.0,590.0,44510.0,2190.47,429940000.0,283.69,92110000.0,730.58,692220000.0,1587.22,29090000.0,103.55,917.5,55.17,39090.0,126540.0,2890.0
964,2019- 02- 11,2.793,53.01,2.642,518.25,1872.25,100.0,85560.0,202420.0,300.0,39440.0,2180.73,406060000.0,282.1,79970000.0,733.47,704620000.0,1598.54,28680000.0,103.3,905.0,55.17,46820.0,124100.0,2090.0
965,2019- 02- 08,2.814,52.87,2.583,517.25,1874.25,270.0,112340.0,147880.0,120.0,30750.0,2177.05,391030000.0,281.49,88710000.0,728.74,736600000.0,1583.53,31410000.0,105.6,914.5,55.05,39340.0,134650.0,3410.0
966,2019- 02- 07,2.832,52.88,2.551,513.25,1887.5,320.0,112350.0,211790.0,680.0,38840.0,2203.42,427840000.0,285.65,100690000.0,728.79,713060000.0,1591.13,33170000.0,107.3,913.25,55.27,38260.0,120900.0,4370.0
967,2019- 02- 06,2.84,53.53,2.662,526.0,1901.0,100.0,73140.0,98330.0,190.0,27720.0,,,,,,,,,108.55,921.75,55.92,20300.0,98810.0,4980.0
968,2019- 02- 05,2.8205,53.74,2.662,527.25,1917.25,90.0,73340.0,82250.0,260.0,52010.0,,,,,,,,,107.95,920.25,56.42,18460.0,83110.0,4420.0
969,2019- 02- 04,2.7975,54.03,2.66,525.75,1915.0,490.0,74710.0,116490.0,150.0,31400.0,,,,,,,,,108.65,918.5,57.38,19580.0,76590.0,5320.0
970,2019- 02- 01,2.7775,54.19,2.734,524.25,1878.0,280.0,83420.0,124500.0,350.0,27570.0,2203.46,479380000.0,285.79,114630000.0,716.92,643320000.0,1554.81,32940000.0,106.8,917.75,56.35,17220.0,168140.0,3360.0
971,2019- 01- 31,2.789,52.92,2.814,516.5,1906.0,350.0,56310.0,130110.0,340.0,25190.0,2204.85,545250000.0,285.89,153500000.0,716.86,684510000.0,1557.47,35200000.0,109.0,915.25,56.25,15260.0,98080.0,6480.0
972,2019- 01- 30,2.772,53.6,2.854,516.75,1905.25,210.0,46570.0,92040.0,250.0,19560.0,2206.2,480390000.0,286.62,134730000.0,715.3,719240000.0,1549.25,30780000.0,105.3,921.0,57.45,8690.0,68240.0,4960.0
973,2019- 01- 29,2.725,53.92,2.95,513.25,1888.0,66810.0,77730.0,12980.0,870.0,18060.0,2183.36,552590000.0,283.0,130940000.0,710.99,703390000.0,1537.32,30980000.0,105.75,919.0,57.33,9890.0,86950.0,8029.999999999999
974,2019- 01- 28,2.68,53.44,2.911,518.75,1863.5,77150.0,44010.0,45800.0,390.0,23860.0,2177.3,371620000.0,281.64,95970000.0,714.26,664270000.0,1537.91,56430000.0,105.8,923.25,57.98,17120.0,69620.0,5280.0
975,2019- 01- 25,2.729,53.88,3.178,520.0,1918.0,93390.0,51100.0,52020.0,470.0,18400.0,2177.73,410000000.0,281.67,115510000.0,711.38,631590000.0,1523.84,28030000.0,109.9,925.25,58.38,14720.0,103760.0,8510.0
976,2019- 01- 24,2.6445,53.72,3.099,521.5,1888.75,59050.0,50940.0,97940.0,170.0,25160.0,2145.03,413650000.0,276.61,132860000.0,704.41,605760000.0,1503.63,30600000.0,108.45,916.0,59.83,12530.0,85830.0,6640.0
977,2019- 01- 23,2.6545,53.71,2.98,526.0,1908.5,59250.0,45100.0,132840.0,160.0,40740.0,2127.78,408600000.0,273.87,99960000.0,695.63,683160000.0,1473.16,32810000.000000004,106.65,915.0,60.77,8380.0,72120.0,10850.0
978,2019- 01- 22,2.6595,53.8,3.04,521.25,1882.5,92240.0,75780.0,183140.0,2320.0,17200.0,2117.77,419440000.0,272.71,68870000.0,694.55,794370000.0,1482.09,23840000.0,106.6,909.25,61.48,10320.0,126770.0,7870.0
979,2019- 01- 21,2.682,54.24,3.32,517.0,1851.5,,,,,,2124.61,398030000.0,274.0,86550000.0,695.62,794340000.0,1482.72,34690000.0,,,,,,
980,2019- 01- 20,2.709,53.65,3.323,517.0,,,,,,,,,,,,,,,,,,,,
981,2019- 01- 18,2.719,53.39,3.482,517.75,1871.5,78070.0,50530.0,160240.0,220.0,42620.0,2124.28,456740000.0,273.88,78970000.0,696.34,819960000.0,1499.92,36740000.0,108.05,916.75,61.23,11940.0,112890.0,15080.0
982,2019- 01- 17,2.68,53.94,3.413,517.75,1858.0,65820.0,65570.0,158110.0,210.0,75550.0,2107.06,475880000.0,271.88,86750000.0,686.35,862710000.0,1473.59,46520000.0,105.55,907.75,60.85,9640.0,103130.0,16570.0
983,2019- 01- 16,2.6735,54.56,3.384,512.5,1858.25,72870.0,43240.0,192000.0,310.0,46520.0,2106.1,500080000.0,271.23,100500000.0,693.38,788310000.0,1500.4,21250000.0,105.55,894.5,60.05,13130.0,87040.0,22140.0
984,2019- 01- 15,2.6345,54.19,3.501,511.0,1844.25,65690.0,55270.0,184630.0,470.0,32940.0,2097.18,439490000.0,269.93,87170000.0,690.39,639020000.0,1504.99,37630000.0,104.55,893.25,62.15,15590.0,107770.0,22050.0
985,2019- 01- 14,2.635,53.57,3.591,514.25,1828.25,69050.0,49120.0,224300.0,370.0,121030.0,2064.52,432890000.0,264.99,74930000.0,683.09,613340000.0,1491.16,20600000.0,106.25,890.75,61.85,10620.0,290.0,24990.0
986,2019- 01- 11,2.662,54.12,3.099,519.5,1839.0,66900.0,73290.0,135460.0,150.0,78380.0,2075.57,380060000.0,267.13,81080000.0,686.33,701510000.0,1510.32,22770000.0,107.2,899.25,62.65,15930.0,290.0,30030.0
987,2019- 01- 10,2.6375,55.18,2.969,513.75,1866.0,71640.0,59320.0,154180.0,280.0,102800.0,2063.28,382880000.0,265.55,99830000.0,683.34,735090000.0,1513.48,26480000.0,107.65,895.5,64.08,13670.0,1090.0,36160.0
988,2019- 01- 09,2.657,55.48,2.984,520.0,1858.5,78680.0,57340.0,120960.0,1280.0,67260.0,2064.71,386250000.0,265.6,98750000.0,679.74,622020000.0,1501.67,27360000.0,108.5,911.5,63.77,14010.0,2760.0,31400.0
989,2019- 01- 08,2.656,54.25,2.967,517.75,1870.5,66000.0,71730.0,132230.0,370.0,57400.0,2025.27,397830000.0,259.65,86910000.0,668.49,623520000.0,1476.79,32350000.0,108.1,906.25,62.6,18630.0,3290.0,32490.000000000004
990,2019- 01- 07,2.637,53.27,2.944,516.75,1886.25,57830.0,41550.0,109250.0,270.0,43790.0,2037.1,440190000.0,261.57,92320000.0,672.84,584290000.0,1495.85,36980000.0,105.75,912.25,61.9,5200.0,4350.0,14090.0
991,2019- 01- 04,2.6475,53.36,3.044,517.0,1874.75,83280.0,44050.0,122580.0,240.0,58060.0,2010.25,408990000.0,257.89,91200000.0,664.49,554450000.0,1477.96,39990000.0,104.65,909.5,61.95,6220.0,6570.0,16600.0
992,2019- 01- 03,2.568,53.05,2.945,513.75,1842.5,88580.0,48800.0,115800.0,300.0,44780.0,1993.7,427980000.0,255.77,90520000.0,657.02,656330000.0,1457.3,30730000.0,105.15,900.25,62.15,7920.0,5150.0,15370.0
993,2019- 01- 02,2.623,52.68,2.958,506.75,1799.0,85020.0,46440.0,147680.0,160.0,45740.0,2010.0,326370000.0,258.23,69950000.0,669.37,539450000.0,1495.92,26360000.0,102.65,894.75,61.7,5810.0,8390.0,25540.0
994,2019- 01- 01,2.652,45.89,2.982,,,,,,,,,,,,,,,,,,,,,
995,2018- 12- 31,2.631,51.87,2.94,503.25,1848.0,44010.0,41280.0,160850.0,100.0,25440.0,,,,,,,,,104.95,882.5,60.98,4520.0,13220.0,15860.0
996,2018- 12- 28,2.6815,50.84,3.303,511.5,1846.5,53560.0,25160.0,132470.0,70.0,27760.0,2041.04,352680000.0,261.98,62700000.0,675.65,598210000.0,1526.66,26570000.0,104.1,882.75,60.65,2670.0,46910.0,12680.0
997,2018- 12- 27,2.671,51.05,3.642,510.5,1853.5,270.0,32660.0,10240.0,90.0,37210.0,2028.44,398020000.0,260.57,84460000.0,667.88,575970000.0,1519.65,26710000.0,104.9,869.0,60.58,4300.0,66900.0,14740.0
998,2018- 12- 26,2.7045,52.63,3.543,510.0,,110.0,32520.000000000004,42120.0,250.0,,2028.01,321500000.0,260.98,92490000.0,665.74,696040000.0,1533.87,31590000.0,107.0,870.0,60.38,2980.0,56380.0,12980.0
999,2018- 12- 25,2.661,43.16,3.49,,,,,,,,,,,,,,,,,,,,,
1000,2018- 12- 24,2.666,49.99,3.467,516.5,1895.5,110.0,22530.0,44120.0,370.0,14550.0,2055.01,285280000.0,264.45,61960000.0,669.79,690900000.0,1523.49,22910000.0,105.3,884.0,60.3,2630.0,30790.0,14990.0
1001,2018- 12- 21,2.6765,50.98,3.816,514.0,1911.25,100.0,62690.0,99260.0,90.0,37300.0,2061.49,311390000.0,265.06,92600000.0,673.64,629580000.0,1527.24,22850000.0,102.9,884.75,61.12,4700.0,93660.0,19270.0
1002,2018- 12- 20,2.7005,50.88,3.583,523.5,1912.0,220.0,45090.0,151310.0,280.0,82080.0,2060.12,421060000.0,264.81,81340000.0,668.13,597240000.0,1507.13,24510000.0,105.65,893.5,62.38,6270.0,95830.0,15890.0
1003,2018- 12- 19,2.7195,51.5,3.726,522.5,1926.25,120.0,49710.0,136940.0,750.0,45290.0,2078.84,418800000.0,267.31,81750000.0,672.08,777030000.0,1513.41,26340000.0,104.0,900.0,62.7,5320.0,115950.0,12800.0
1004,2018- 12- 18,2.665,50.46,3.838,532.75,1923.75,210.0,40250.0,149560.0,810.0,49690.0,2062.11,429530000.0,265.18,90330000.0,659.67,675890000.0,1471.95,21820000.0,99.4,907.75,62.65,15740.0,91100.0,18190.0
1005,2018- 12- 17,2.7545,52.28,3.528,535.25,1932.25,120.0,37080.0,142410.0,160.0,32710.0,2071.09,444520000.0,266.33,71450000.0,661.9,550120000.0,1474.82,23670000.0,100.1,904.75,63.83,17340.0,76020.0,17370.0
1006,2018- 12- 14,2.7615,52.13,3.827,527.75,1916.0,80.0,20.0,163130.0,100.0,12820.0,2069.38,448240000.0,265.55,99730000.0,666.34,522170000.0,1483.34,23780000.0,102.25,900.5,54.95,11980.0,93460.0,1260.0
1007,2018- 12- 13,2.7665,52.73,4.124,527.75,1922.75,170.0,40.0,193400.0,100.0,29090.0,2095.55,379820000.0,269.41,145060000.0,681.78,553270000.0,1530.65,28740000.0,104.1,907.0,54.8,16480.0,120800.0,1940.0
1008,2018- 12- 12,2.7715,51.99,4.136,515.25,1931.0,80.0,10.0,198280.0,950.0,25480.0,2082.57,457130000.0,268.47,83690000.0,676.48,524540000.0,1529.21,19750000.0,103.05,920.0,54.73,17390.0,121340.0,2020.0
1009,2018- 12- 11,2.768,51.79,4.407,509.75,1931.25,60.0,10.0,175750.0,160.0,53730.0,2052.97,273930000.0,264.69,70040000.0,661.01,566810000.0,1485.53,25980000.0,102.35,915.0,54.45,23200.0,114410.0,3280.0
1010,2018- 12- 10,2.72,51.6,4.545,514.75,1930.5,50.0,10.0,190050.0,800.0,37520.0,2053.79,344160000.0,265.35,77300000.0,670.39,495080000.0,1514.48,22560000.0,105.15,909.75,54.73,17640.0,109610.0,4760.0
1011,2018- 12- 07,2.7595,52.89,4.488,519.5,1950.0,180.0,60.0,182160.0,340.0,39010.0,2075.76,371590000.0,268.28,68450000.0,685.33,600790000.0,1549.06,19510000.0,104.1,916.75,54.25,26720.0,112610.0,8650.0
1012,2018- 12- 06,2.744,53.21,4.327,505.25,1933.5,270.0,520.0,132560.0,320.0,16470.0,2068.69,537410000.0,267.18,86090000.0,678.38,637160000.0,1524.74,26680000.0,105.95,909.5,54.52,24490.0,127440.0,8770.0
1013,2018- 12- 05,2.775,53.83,4.469,514.5,1967.25,420.0,50.0,105110.0,110.0,16309.999999999998,2101.31,492720000.0,271.49,75640000.0,701.12,639460000.0,1579.84,24740000.0,105.95,913.5,55.85,11550.0,73440.0,8370.0
1014,2018- 12- 04,2.757,54.11,4.457,519.25,1972.0,110.0,330.0,159870.0,310.0,27410.0,2114.35,507520000.0,273.29,80800000.0,708.63,656060000.0,1599.63,24430000.0,106.9,911.75,56.88,17440.0,107530.0,7120.0
1015,2018- 12- 03,2.8085,53.79,4.339,515.75,1972.25,70.0,2390.0,190570.0,350.0,26320.0,2131.93,436590000.0,276.18,89070000.0,709.46,549160000.0,1611.07,31990000.0,107.8,905.75,58.02,26950.0,178080.0,7130.0
1016,2018- 11- 30,2.7865,52.41,4.612,515.75,1957.25,70.0,2390.0,167700.0,480.0,22400.0,2096.86,427350000.0,271.35,137530000.0,695.76,537910000.0,1570.19,33120000.0,107.55,894.75,57.88,35840.0,97860.0,9650.0
1017,2018- 11- 29,2.788,53.9,4.646,496.5,1938.75,250.0,16129.999999999998,191440.0,180.0,20310.0,2114.1,307230000.0,274.16,80650000.0,695.48,667660000.0,1565.14,36210000.0,112.3,887.25,58.73,18640.0,91230.0,9800.0
1018,2018- 11- 28,2.805,53.45,4.715,497.5,1930.25,1720.0,20280.0,18260.0,540.0,18840.0,2108.22,300080000.0,273.45,79830000.0,700.12,658490000.0,1584.48,25530000.0,113.9,890.5,57.95,16000.0,118520.0,6020.0
1019,2018- 11- 27,2.716,53.3,4.262,498.0,1928.5,1830.0,27090.0,62830.0,1040.0,16410.0,2099.42,239210000.0,272.08,71910000.0,700.67,521350000.0,1590.66,27650000.0,113.3,875.5,57.88,20150.0,98670.0,8270.0
1020,2018- 11- 26,2.7635,52.61,4.248,507.5,1950.0,1470.0,39280.0,67980.0,1090.0,11430.0,2083.02,237710000.0,269.79,75650000.0,695.36,470520000.0,1582.33,23830000.0,110.8,862.25,57.4,14740.0,123320.0,7450.0
1021,2018- 11- 23,2.774,52.1,4.308,499.75,1949.25,410.0,49830.0,121020.0,830.0,18310.0,2057.48,227200000.0,266.33,58350000.0,683.06,578900000.0,1540.63,25520000.0,110.95,881.0,59.08,18260.0,35990.0,5770.0
1022,2018- 11- 22,2.798,54.02,4.268,498.0,1947.5,,,,,,2069.95,242500000.0,267.76,64410000.0,692.39,513210000.00000006,1564.07,29240000.0,,,,,,
1023,2018- 11- 21,2.8005,54.15,4.451,498.75,1954.5,450.0,30010.0,197740.0,680.0,28690.0,2076.55,267900000.0,268.27,81840000.0,695.72,573870000.0,1569.62,34700000.0,114.1,883.0,58.27,10170.0,68300.0,8320.0
1024,2018- 11- 20,2.7715,53.17,4.523,500.75,1940.0,900.0,39180.0,238950.0,680.0,54820.0,2082.58,281680000.0,269.58,80900000.0,690.81,486690000.0,1549.68,39300000.0,114.9,881.0,58.98,16460.0,68070.0,18350.0
1025,2018- 11- 19,2.8035,56.74,4.7,498.5,1921.0,1160.0,51160.0,264570.0,590.0,47330.0,2100.56,273200000.0,272.31,75010000.0,702.13,489400000.0,1587.32,32470000.0,116.65,873.75,61.02,23500.0,95490.0,23070.0
1026,2018- 11- 16,2.8035,56.66,4.272,506.75,1928.0,500.0,41460.0,270720.0,280.0,37700.0,2092.4,301600000.0,271.65,74600000.0,690.18,659140000.0,1552.34,33850000.0,116.3,892.25,60.08,17460.0,76600.0,24320.0
1027,2018- 11- 15,2.754,56.97,4.038,505.5,1917.5,270.0,71990.0,362510.0,180.0,53700.0,2088.06,351040000.0,271.54,74360000.0,681.38,667930000.0,1530.83,32270000.000000004,113.8,888.75,57.08,25770.0,87080.0,16450.0
1028,2018- 11- 14,2.718,58.43,4.837,503.0,1933.25,200.0,80900.0,459200.0,100.0,31050.0,2068.05,339050000.0,268.88,87330000.0,671.56,459370000.0,1489.31,34700000.0,116.2,870.5,57.0,41530.0,240.0,21010.0
1029,2018- 11- 13,2.695,57.96,4.101,507.75,1926.5,240.0,104440.0,345400.0,510.0,50870.0,2071.23,383420000.0,269.7,88280000.0,670.85,542150000.0,1486.78,40130000.0,112.75,867.25,57.3,43200.0,2530.0,26810.0
1030,2018- 11- 12,2.6845,59.9,3.788,519.75,1934.0,260.0,115470.0,243970.0,160.0,38830.0,2080.44,295530000.0,271.57,78000000.0,670.82,574240000.0,1483.1,40480000.0,114.0,871.75,56.55,39310.0,3180.0,32460.0
1031,2018- 11- 09,2.691,60.06,3.719,502.0,1948.5,130.0,92760.0,288060.0,1110.0,36160.0,2086.09,298070000.0,271.33,80920000.0,687.29,791780000.0,1536.47,33250000.0,117.5,875.25,55.8,39630.0,3310.0,36560.0
1032,2018- 11- 08,2.7425,60.43,3.543,507.75,1985.0,130.0,110060.0,166770.0,470.0,48400.0,2092.63,328030000.0,272.11,99220000.0,693.67,747370000.0,1558.64,39860000.0,120.2,867.5,55.62,36600.0,3660.0,35640.0
1033,2018- 11- 07,2.761,60.87,3.555,510.25,1980.25,130.0,70290.0,173380.0,600.0,40160.0,2078.69,485220000.0,270.45,119320000.0,682.37,599590000.0,1538.51,42730000.0,119.45,867.75,55.52,31770.0,4550.0,36720.0
1034,2018- 11- 06,2.7395,58.09,3.555,512.0,1945.25,230.0,51330.0,178560.0,140.0,28940.0,2089.62,315820000.0,271.57,77830000.0,691.55,512020000.0,1565.82,38540000.0,117.65,872.0,54.1,37150.0,4270.0,27670.0
1035,2018- 11- 05,2.764,57.46,3.567,507.25,1969.0,120.0,54250.0,307240.0,120.0,32260.0,2076.92,361300000.0,270.07,81490000.0,691.94,442500000.0,1570.94,32950000.000000004,121.05,873.0,57.1,27450.0,7230.0,22750.0
1036,2018- 11- 02,2.813,57.02,3.284,508.75,1969.5,400.0,56560.0,168960.0,490.0,34340.0,2096.0,371980000.0,272.56,111230000.0,690.65,564220000.0,1568.95,47680000.0,123.85,875.25,58.12,21350.0,12000.0,19160.0
1037,2018- 11- 01,2.7285,56.77,3.237,508.0,1961.5,300.0,85220.0,152760.0,260.0,36630.0,2024.46,343810000.0,262.95,102280000.0,657.46,582650000.0,1483.06,49320000.0,121.5,869.0,58.2,38120.0,17060.0,25970.0
1038,2018- 10- 31,2.667,58.19,3.261,500.5,1948.5,720.0,82420.0,175410.0,140.0,36610.0,2029.69,373030000.0,264.01,107850000.0,648.67,619020000.0,1474.92,35140000.0,116.45,839.0,58.45,19130.0,18050.0,25700.0
1039,2018- 10- 30,2.6725,58.57,3.187,499.75,1961.5,320.0,69050.0,146790.0,130.0,32350.0,2014.69,441580000.0,262.47,122390000.0,644.14,798840000.0,1491.62,47860000.0,116.25,833.5,59.0,19680.0,107970.0,25110.0
1040,2018- 10- 29,2.7405,59.62,3.185,507.25,1979.25,83690.0,66040.0,10670.0,290.0,16660.0,1996.05,427300000.0,260.19,109740000.0,629.7,657090000.0,1459.08,47030000.0,118.05,839.0,58.85,18670.0,114910.0,24460.0
1041,2018- 10- 26,2.741,59.28,3.185,505.25,1994.75,99870.0,143200.0,64450.0,110.0,21160.0,2027.15,449200000.0,262.69,111380000.0,663.07,582820000.0,1501.19,44240000.0,123.4,845.0,57.92,16210.0,120780.0,18600.0
1042,2018- 10- 25,2.7545,58.43,3.202,487.25,1990.0,95140.0,84390.0,63880.0,20.0,22270.0,2063.3,376010000.0,266.72,120410000.0,686.84,553160000.0,1551.28,49840000.0,125.05,841.75,56.77,15040.0,130130.0,29840.0
1043,2018- 10- 24,2.7575,58.3,3.166,499.5,1994.5,81790.0,76180.0,113610.0,580.0,19610.0,2097.58,399730000.0,271.36,99130000.0,699.3,513840000.00000006,1571.19,50300000.0,124.05,850.25,57.52,16059.999999999998,187130.0,22600.0
1044,2018- 10- 23,2.758,58.25,3.212,509.0,1999.25,89120.0,47850.0,178750.0,1240.0,34300.0,2106.1,373470000.0,272.54,88690000.0,719.0,487840000.0,1616.05,34460000.0,124.85,857.5,54.52,22100.0,107490.0,20800.0
1045,2018- 10- 22,2.7855,59.21,3.138,508.0,2006.5,85470.0,47980.0,172060.0,660.0,16560.0,2161.71,308740000.0,279.4,62450000.0,744.15,421570000.0,1679.36,28270000.0,121.45,858.5,53.17,9360.0,124570.0,20480.0
1046,2018- 10- 19,2.778,58.01,3.25,514.75,2003.5,87970.0,45870.0,142390.0,1410.0,43520.0,2156.26,351770000.0,278.63,74650000.0,740.48,440060000.0,1662.49,45580000.0,125.9,856.75,51.6,11580.0,120380.0,22940.0
1047,2018- 10- 18,2.7465,57.46,3.198,513.0,2013.5,102090.0,42080.0,183520.0,190.0,20430.0,2148.31,321760000.0,277.48,68810000.0,731.34,482970000.0,1625.89,21270000.0,125.85,863.5,52.3,24370.0,125410.0,25760.0
1048,2018- 10- 17,2.778,57.68,3.32,517.5,2022.5,97050.0,39430.0,157400.0,470.0,36950.0,2167.51,275160000.0,280.05,75390000.0,739.15,536540000.0,1655.78,38470000.0,126.25,885.75,54.7,21080.0,101640.0,26090.0
1049,2018- 10- 16,2.7795,58.29,3.239,523.5,2034.0,76620.0,50820.0,132490.0,390.0,76780.0,2145.12,222510000.0,276.9,60610000.0,731.5,472810000.0,1640.62,30550000.0,121.3,884.75,56.88,15610.0,106590.0,26000.0
1050,2018- 10- 15,2.7885,58.1,3.242,525.0,2041.0,87160.0,53490.0,159110.0,680.0,36800.0,2145.12,259180000.0,277.19,73190000.0,718.87,496930000.0,1613.46,37020000.0,122.95,891.5,56.75,22070.0,150600.0,22330.0
1051,2018- 10- 12,2.8005,58.83,3.161,517.25,2054.5,98630.0,54230.0,176420.0,980.0,27180.0,2161.85,292570000.0,279.37,101670000.0,731.5,557280000.0,1659.7,36990000.0,120.1,867.5,68.75,14700.0,85800.0,1340.0
1052,2018- 10- 11,2.803,59.16,3.222,508.0,2034.0,150780.0,71250.0,264680.0,470.0,56260.0,2129.67,411920000.0,275.15,144520000.0,707.38,699180000.0,1597.9,51520000.0,116.5,858.25,68.67,20790.0,161160.0,1210.0
1053,2018- 10- 10,2.7805,60.57,3.284,510.5,2062.0,98410.0,42670.0,236730.0,470.0,48340.0,2228.61,365680000.0,287.85,117740000.0,747.5,669590000.0,1674.61,36590000.0,115.5,852.25,68.47,14630.0,135160.0,3080.0
1054,2018- 10- 09,2.8065,62.08,3.266,515.0,2070.5,102480.0,47600.0,287650.0,440.0,83960.0,,,,,,,,,116.7,863.0,68.75,14260.0,141120.0,2610.0
