,date,cu_cost,oil_cost,gas_cost,wheat_cost,al_cost,cu_vol,wheat_vol,gas_vol,oil_vol,al_vol,kospi_cost,kospi_vol,kospi200_cost,kospi200_vol,kosdaq_cost,kosdaq_vol,kosdaq100_cost,kosdaq100_vol,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
240,2021- 11- 08,4.3945,72.41,5.427,768.0,2605.0,270.0,,154220.0,29400.0,33760.0,2960.2,560200000.0,389.59,126070000.0,1002.5,1250000000.0,2132.57,50960000.0,202.45,1178.0,76.38,33550.0,,17770.0
241,2021- 11- 05,4.3355,71.94,5.516,766.5,2556.5,130.0,83640.0,133340.0,76520.0,53690.0,2969.27,688030000.0,389.86,139110000.0,1001.35,1250000000.0,2142.21,52640000.0,206.4,1192.25,76.55,33290.0,780.0,21930.0
242,2021- 11- 04,4.309,69.91,5.716,773.75,2554.5,70.0,51270.0,147040.0,94110.0,68700.0,2983.22,772020000.0,391.54,185410000.0,1001.43,1230000000.0,2116.86,45200000.0,211.45,1209.25,77.88,22550.0,2680.0,21790.0
243,2021- 11- 03,4.309,70.12,5.67,781.0,2656.0,210.0,53180.0,141500.0,58980.0,56410.0,2975.71,658650000.0,389.48,137220000.0,1005.0,1100000000.0,2109.52,42310000.0,212.15,1231.5,75.95,19900.0,1260.0,16390.0
244,2021- 11- 02,4.3515,71.98,5.542,791.5,2692.5,330.0,65890.0,153760.0,26140.0,46720.0,3013.49,525850000.0,394.82,126750000.0,1009.44,1400000000.0,2106.5,45520000.0,210.85,1244.0,74.25,19850.0,2000.0,18590.0
245,2021- 11- 01,4.379,71.84,5.186,797.25,2719.5,180.0,73030.0,163260.0,32640.0,39110.0,2978.94,475380000.0,389.81,121440000.0,998.57,1170000000.0,2086.27,45350000.0,211.45,1236.75,76.15,14330.0,3900.0,16690.0
246,2021- 10- 29,4.359,71.33,5.426,772.75,2716.5,350.0,48730.0,154410.0,33680.0,67420.0,2970.68,545830000.0,388.47,146470000.0,992.33,1320000000.0,2058.34,47240000.0,206.65,1235.75,76.07,13780.0,10990.0,25670.0
247,2021- 10- 28,4.4275,71.69,5.782,772.5,2746.5,190.0,57330.0,165630.0,41520.0,87060.0,3009.55,617260000.0,393.89,180650000.0,1000.13,1310000000.0,2076.42,42960000.0,202.7,1233.75,75.2,13320.0,73200.0,21870.0
248,2021- 10- 27,4.3895,71.86,6.202,759.75,2686.0,71050.0,49840.0,5780.0,40940.0,116370.0,3025.49,607880000.0,395.48,193850000.0,1008.95,1270000000.0,2104.89,38400000.0,204.05,1239.25,71.97,16740.0,122470.0,15610.0
249,2021- 10- 26,4.486,73.06,5.882,752.25,2829.0,58890.0,53540.0,50710.0,44890.0,64000.0,3049.08,564560000.0,399.07,135400000.0,1011.76,1330000000.0,2112.41,39090000.0,210.7,1238.0,72.57,11330.0,94350.0,14550.0
250,2021- 10- 25,4.528,72.72,5.898,759.5,2875.5,54920.0,42580.0,50880.0,67950.0,50450.0,3020.54,791800000.0,395.01,152060000.0,994.31,1060000000.0,2065.32,32490000.000000004,205.15,1237.25,74.2,14380.0,137470.0,11040.0
251,2021- 10- 22,4.498,72.06,5.28,756.0,2868.0,88780.0,52330.0,74370.0,66020.0,105920.0,3006.16,695270000.0,393.34,108300000.0,995.07,1160000000.0,2073.59,39710000.0,202.6,1220.5,73.32,8970.0,176320.0,17060.0
252,2021- 10- 21,4.5585,72.18,5.115,741.25,2910.5,82450.0,33630.0,107710.0,57030.0,90310.0,3007.33,887370000.0,393.18,136380000.0,993.7,1560000000.0,2069.9,56220000.0,206.15,1224.0,73.2,19990.0,105790.0,22860.0
253,2021- 10- 20,4.7345,73.57,5.17,749.25,3069.5,71770.0,35080.0,140030.0,38490.0,70750.0,3013.13,680330000.0,393.74,129250000.0,1001.62,1550000000.0,2087.65,49160000.0,208.35,1245.5,76.03,11060.0,134400.0,18610.0
254,2021- 10- 19,4.703,72.74,5.088,736.0,3112.0,73560.0,37740.0,152730.0,44120.0,74020.0,3029.04,845700000.0,395.41,113850000.0,1005.35,1380000000.0,2104.18,46780000.0,207.0,1228.0,77.4,9190.0,139460.0,11370.0
255,2021- 10- 18,4.7255,72.44,4.989,736.25,3167.5,76630.0,31460.0,167900.0,55460.0,59540.0,3006.68,926370000.0,392.02,126680000.0,993.86,1190000000.0,2068.47,32860000.0,204.35,1221.5,78.75,13300.0,99060.0,10970.0
256,2021- 10- 15,4.7295,72.79,5.41,734.0,3171.5,95100.0,40530.0,184580.0,42260.0,66740.0,3015.06,857800000.0,393.19,170780000.0,990.54,1370000000.0,2058.87,41080000.0,206.25,1217.75,78.28,7580.0,111810.0,13470.0
257,2021- 10- 14,4.6315,72.61,5.687,724.75,3117.0,91560.0,39590.0,169160.0,40950.0,69440.0,2988.64,617170000.0,389.59,170130000.0,983.43,1190000000.0,2056.65,45490000.0,212.15,1206.25,88.2,4720.0,127040.0,2300.0
258,2021- 10- 13,4.516,72.11,5.59,718.75,3068.0,104410.0,57900.0,198790.0,34330.0,51510.0,2944.41,752130000.0,384.1,154270000.0,953.47,1050000000.0,1991.62,43470000.0,211.6,1195.25,88.65,10050.0,186730.0,2810.0
259,2021- 10- 12,4.3255,72.04,5.505,734.0,3068.0,65220.0,57860.0,215450.0,46020.0,58810.0,2916.38,660180000.0,380.69,158570000.0,940.15,1140000000.0,1964.41,37960000.0,216.05,1198.25,89.07,11150.0,183780.0,3500.0
260,2021- 10- 11,4.3665,71.91,5.345,731.75,3064.0,60620.0,32210.0,188700.0,51750.0,64030.0,,,,,,,,,207.2,1228.25,89.95,5070.0,112210.0,2560.0
261,2021- 10- 08,4.2755,70.83,5.565,734.0,2966.0,51720.0,47840.0,163350.0,58180.0,60140.0,2956.3,668950000.0,387.42,150220000.0,953.11,1340000000.0,1998.88,48540000.0,204.25,1243.0,90.25,8410.0,143590.0,2980.0
262,2021- 10- 07,4.2435,70.48,5.677,741.25,2946.0,41510.0,42610.0,239500.0,55210.0,42440.0,2959.46,595380000.0,388.14,173710000.0,953.43,1350000000.0,1996.88,48860000.0,200.8,1247.25,89.85,11230.0,120770.0,4800.0
263,2021- 10- 06,4.1475,69.77,5.675,746.0,2897.0,48580.0,44640.0,274650.0,61520.0,38670.0,2908.31,901720000.0,381.93,229530000.0,922.36,1650000000.0,1944.22,65030000.0,196.4,1242.0,89.62,3630.0,83890.0,5260.0
264,2021- 10- 05,4.1925,71.13,6.312,744.75,2921.0,41330.0,49150.0,219520.0,43770.0,26220.0,2962.17,840560000.0,388.01,202460000.0,955.37,1350000000.0,2004.46,67580000.0,194.85,1250.5,90.97,9740.0,119390.0,4150.0
265,2021- 10- 04,4.2385,70.08,5.766,756.5,2916.0,45600.0,54750.0,209580.0,50830.0,25250.0,,,,,,,,,203.25,1235.75,90.8,6610.0,111360.0,7340.0
266,2021- 10- 01,4.1885,68.81,5.619,755.25,2857.0,51970.0,85700.0,178940.0,34860.0,38560.0,3019.18,855480000.0,394.79,155620000.0,983.2,1370000000.0,2057.82,71480000.0,206.9,1246.5,92.3,11980.0,117450.0,4420.0
267,2021- 09- 30,4.089,67.7,5.867,725.5,2858.5,72320.0,71330.0,243240.0,49770.0,60390.0,3068.82,885820000.0,401.3,182820000.0,1003.27,1290000000.0,2093.42,54150000.0,196.8,1256.0,91.6,7850.0,202390.0,5040.0
268,2021- 09- 29,4.199,67.78,5.477,710.25,2911.5,47160.0,38930.0,226340.0,28750.0,36670.0,3060.27,821560000.0,400.09,180580000.0,1001.46,1310000000.0,2085.79,53320000.0,196.25,1283.75,90.8,4420.0,91810.0,6880.0
269,2021- 09- 28,4.2485,67.82,5.841,706.5,2944.5,510.0,54400.0,5660.0,39100.0,59190.0,3097.92,894910000.0,406.2,175590000.0,1012.51,1400000000.0,2112.56,55790000.0,201.45,1277.0,91.67,5820.0,88020.0,12050.0
270,2021- 09- 27,4.291,68.03,5.706,722.25,2883.5,500.0,32060.000000000004,63070.0,50270.0,42200.0,3133.64,883230000.0,410.97,153140000.0,1034.82,1050000000.0,2162.79,66580000.0,196.45,1287.5,90.25,4520.0,96610.0,9330.0
271,2021- 09- 24,4.2845,66.63,5.14,723.75,2915.5,500.0,47320.0,47440.0,38920.0,41620.0,3125.24,753220000.0,409.84,153820000.0,1037.03,1310000000.0,2180.92,75970000.0,197.15,1285.0,87.28,5940.0,64910.0,10970.0
272,2021- 09- 23,4.231,66.22,4.976,717.75,2949.5,220.0,46800.0,105200.0,33630.0,56000.0,3127.58,623840000.0,410.46,164540000.0,1036.26,968170000.0,2175.62,43870000.0,193.4,1284.25,84.75,7200.0,70610.0,7100.0
273,2021- 09- 22,4.252,65.42,4.805,705.75,2935.0,330.0,37480.0,108780.0,29240.0,61220.0,,,,,,,,,187.65,1282.75,83.85,4060.0,75670.0,6430.0
274,2021- 09- 21,4.126,64.18,4.805,690.25,2846.0,420.0,43200.0,163100.0,26100.0,40300.0,,,,,,,,,186.15,1274.0,84.38,5490.0,78940.0,7410.0
275,2021- 09- 20,4.1135,63.69,4.985,700.75,2863.0,300.0,37450.0,156870.0,31070.0,38730.0,,,,,,,,,182.6,1262.5,84.97,15530.0,94110.0,9870.0
276,2021- 09- 17,4.2445,65.04,5.105,708.75,2885.5,310.0,33380.0,164580.0,24800.0,35700.0,3140.51,589240000.0,410.99,165790000.0,1046.12,1160000000.0,2183.48,50370000.0,186.4,1284.0,85.72,18120.0,72390.0,11550.0
277,2021- 09- 16,4.28,65.62,5.335,713.0,2879.5,140.0,40250.0,221140.0,31590.0,40820.0,3130.09,612870000.0,409.22,166060000.0,1039.43,1130000000.0,2163.68,47190000.0,188.15,1296.0,85.47,15020.0,75850.0,20620.0
278,2021- 09- 15,4.404,65.61,5.46,712.25,2893.0,180.0,51080.0,279120.0,72000.0,72980.0,3153.4,616560000.0,412.85,193190000.0,1042.79,1440000000.0,2170.01,46410000.0,187.35,1294.5,82.28,13070.0,91390.0,20840.0
279,2021- 09- 14,4.319,64.7,5.26,685.0,2831.0,320.0,0.0,200940.0,30850.0,57540.0,3148.83,713230000.0,412.36,179780000.0,1037.74,1160000000.0,2142.81,50720000.0,185.45,1276.5,80.38,16980.0,50.0,29730.0
280,2021- 09- 13,4.365,64.85,5.231,674.5,2896.5,450.0,10.0,201770.0,40430.0,71540.0,3127.86,732270000.0,409.7,152910000.0,1026.34,1260000000.0,2108.97,48330000.0,186.8,1272.5,80.78,14740.0,20.0,37240.0
281,2021- 09- 10,4.45,64.42,4.938,675.0,2924.0,590.0,70.0,151040.0,28480.0,56530.0,3125.76,723080000.0,408.7,145030000.0,1037.91,1380000000.0,2123.04,47580000.0,188.05,1275.25,82.45,14290.0,50.0,39980.0
282,2021- 09- 09,4.284,63.13,5.031,681.5,2839.5,230.0,110.0,234850.0,39910.0,47380.0,3114.7,927370000.0,407.28,189640000.0,1034.62,1410000000.0,2114.14,53340000.0,187.45,1258.75,85.47,20900.0,180.0,40110.0
283,2021- 09- 08,4.2325,63.9,4.914,698.25,2794.0,280.0,60.0,244740.0,40940.0,46320.0,3162.99,859890000.0,414.54,182490000.0,1037.22,1480000000.0,2106.86,66769999.99999999,190.2,1270.75,87.38,16840.0,30.0,30330.0
284,2021- 09- 07,4.2795,63.57,4.568,708.75,2757.0,210.0,170.0,163660.0,32010.0,22830.0,3187.42,760160000.0,417.8,134460000.0,1054.43,1570000000.0,2149.71,53710000.0,193.95,1268.75,88.1,17340.0,30.0,19550.0
285,2021- 09- 06,4.332,68.8,4.693,724.0,2773.0,,,,,,3203.33,726190000.0,420.37,151550000.0,1052.96,1330000000.0,2141.53,51280000.0,,,,,,
286,2021- 09- 05,4.3325,68.75,4.724,,,,,,,,,,,,,,,,,,,,,
287,2021- 09- 03,4.331,64.17,4.712,714.5,2727.0,160.0,430.0,110950.0,39790.0,36370.0,3201.06,641510000.0,419.22,147690000.0,1053.85,1440000000.0,2148.42,63100000.0,193.0,1283.0,89.58,17600.0,60.0,12480.0
288,2021- 09- 02,4.2995,64.56,4.641,704.0,2695.0,120.0,370.0,176850.0,46410.0,57920.0,3175.85,757860000.0,415.89,146860000.0,1047.19,1290000000.0,2131.38,63710000.0,194.35,1279.25,89.85,18280.0,350.0,14770.0
289,2021- 09- 01,4.274,63.45,4.615,701.0,2690.0,260.0,550.0,241160.0,33210.0,53080.0,3207.02,746710000.0,419.92,151580000.0,1045.98,1150000000.0,2140.48,73700000.0,195.65,1277.75,90.15,17350.0,660.0,19570.0
290,2021- 08- 31,4.37,63.17,4.377,706.75,2718.0,710.0,1670.0,147420.0,24810.0,63980.0,3199.27,661220000.0,419.79,170990000.0,1038.33,1240000000.0,2135.07,97830000.0,195.9,1298.75,88.8,28550.0,1680.0,19430.0
291,2021- 08- 30,4.371,63.39,4.305,708.75,,570.0,18320.0,167100.0,18720.0,,3144.19,602860000.0,411.5,145640000.0,1031.84,1180000000.0,2115.23,106510000.0,199.9,1304.75,90.15,23590.0,7250.0,16250.0
292,2021- 08- 27,4.3235,63.16,4.37,718.5,2649.5,1660.0,24920.0,4280.0,21790.0,60330.0,3133.9,520670000.0,410.24,132450000.0,1023.51,1300000000.0,2097.2,61630000.0,192.2,1359.25,90.72,22570.0,16510.0,23060.0
293,2021- 08- 26,4.252,61.96,4.184,725.25,2619.5,780.0,17850.0,76860.0,26500.0,35400.0,3128.53,727720000.0,410.38,174280000.0,1020.44,1080000000.0,2103.87,68530000.0,188.0,1367.5,87.9,12970.0,23770.0,14080.0
294,2021- 08- 25,4.27,62.78,3.897,711.25,2617.5,560.0,21990.0,39370.0,24230.0,25690.0,3146.81,624690000.0,413.95,176200000.0,1017.78,1230000000.0,2085.78,65019999.99999999,186.35,1346.0,88.75,14860.0,24440.0,15950.0
295,2021- 08- 24,4.26,62.12,3.896,718.0,2615.0,370.0,28500.0,57630.0,19970.0,49170.0,3138.3,586530000.0,412.48,165650000.0,1013.18,1330000000.0,2082.31,68270000.0,185.75,1337.0,86.97,16930.0,25600.0,16510.0
296,2021- 08- 23,4.221,60.56,3.945,719.75,2602.0,470.0,21090.0,85500.0,31270.0,41380.0,3090.21,570980000.0,404.58,166040000.0,993.18,993510000.0,2050.03,46950000.0,181.85,1294.0,87.47,10290.0,13920.0,16059.999999999998
297,2021- 08- 20,4.1255,57.76,3.851,714.25,2546.5,1280.0,37210.0,108520.0,24050.0,32790.0,3060.51,672090000.0,400.78,197110000.0,967.9,1270000000.0,1991.36,62240000.0,181.5,1293.75,88.62,21590.0,18270.0,17720.0
298,2021- 08- 19,4.0405,59.0,3.83,727.5,2545.5,640.0,37060.0,121760.0,39570.0,49790.0,3097.83,655630000.0,404.96,192940000.0,991.15,1400000000.0,2028.09,67660000.0,181.3,1323.0,86.92,27040.0,17630.0,17600.0
299,2021- 08- 18,4.117,60.42,3.852,737.25,2555.0,390.0,33610.0,95510.0,28620.0,37380.0,3158.93,622790000.0,413.36,184480000.0,1021.08,1100000000.0,2071.21,81480000.0,182.85,1358.25,89.1,16800.0,10180.0,13400.0
300,2021- 08- 17,4.2015,61.18,3.837,734.5,2599.5,350.0,63610.0,131220.0,20550.0,68570.0,3143.09,690840000.0,411.31,207920000.0,1011.05,1180000000.0,2043.57,86690000.0,182.0,1369.0,87.9,28840.0,12020.0,13390.0
301,2021- 08- 16,4.32,61.84,3.946,760.5,2602.0,770.0,62050.0,101670.0,21040.0,33970.0,,,,,,,,,186.25,1376.0,89.0,26630.0,13440.0,21290.0
302,2021- 08- 13,4.3825,62.66,3.861,762.25,2600.0,110.0,87100.0,123010.0,16230.0,27260.0,3171.29,696470000.0,416.06,221070000.0,1040.78,1370000000.0,2084.65,69630000.0,185.75,1424.25,109.8,30850.0,40.0,2580.0
303,2021- 08- 12,4.35,63.14,3.933,753.5,2582.5,120.0,109430.0,186990.0,11880.0,32810.0,3208.38,643280000.0,422.38,251300000.0,1054.09,1090000000.0,2108.3,60610000.0,189.6,1401.5,110.12,40630.0,40.0,2610.0
304,2021- 08- 11,4.36,63.17,4.059,727.0,2585.5,100.0,98740.0,161900.0,23790.0,21600.0,3220.62,618090000.0,424.74,170670000.0,1051.92,1310000000.0,2106.23,57060000.0,187.0,1405.5,109.62,27010.0,290.0,2830.0
305,2021- 08- 10,4.346,62.43,4.089,727.0,2574.5,80.0,85500.0,157510.0,25880.0,37920.0,3243.19,730350000.0,428.56,174090000.0,1052.07,1690000000.0,2091.14,61820000.0,185.1,1447.5,109.67,27560.0,810.0,3560.0
306,2021- 08- 09,4.282,61.22,4.06,711.25,2549.0,360.0,84300.0,180000.0,32110.0,42080.0,3260.42,707650000.0,431.65,140990000.0,1060.0,1350000000.0,2100.67,59230000.0,182.45,1433.75,108.9,20120.0,450.0,4730.0
307,2021- 08- 06,4.339,62.48,4.14,719.0,2578.0,500.0,85120.0,153150.0,26520.0,30090.0,3270.36,941360000.0,433.29,143720000.0,1059.8,1350000000.0,2098.83,50530000.0,179.05,1422.25,108.75,19970.0,960.0,5790.0
308,2021- 08- 05,4.334,62.6,4.14,712.75,2588.0,110.0,62600.0,125230.0,22810.0,22730.0,3276.13,680940000.0,434.74,267970000.00000003,1059.54,1370000000.0,2096.44,43900000.0,179.9,1402.5,109.47,17070.0,1250.0,5330.0
309,2021- 08- 04,4.3215,61.64,4.158,717.25,2566.5,170.0,75460.0,142590.0,36870.0,24790.0,3280.38,632240000.0,436.05,166740000.0,1047.93,1490000000.0,2082.33,46140000.0,178.7,1403.5,109.47,14410.0,2840.0,5880.0
310,2021- 08- 03,4.3755,62.83,4.027,724.5,2586.0,220.0,73890.0,120860.0,21440.0,39180.0,3237.14,653510000.0,429.98,151060000.0,1036.11,1500000000.0,2063.55,50180000.0,177.85,1392.25,109.08,14470.0,2290.0,9040.0
311,2021- 08- 02,4.418,62.88,3.935,729.5,2615.0,590.0,62790.0,110950.0,29170.0,33540.0,3223.04,561000000.0,426.79,117340000.0,1037.8,1200000000.0,2066.85,45280000.0,175.75,1418.75,107.5,26550.0,1150.0,5590.0
312,2021- 07- 30,4.4655,64.79,3.914,703.75,2590.0,120.0,53640.0,161870.0,19460.0,62860.0,3202.32,687860000.0,423.91,143580000.0,1031.14,1340000000.0,2041.12,49340000.0,182.45,1414.75,106.2,22240.0,2970.0,6170.0
313,2021- 07- 29,4.5075,64.75,4.059,705.25,2591.5,290.0,45520.0,118450.0,20120.0,46890.0,3242.65,694820000.0,429.49,112360000.0,1044.13,1210000000.0,2076.39,40940000.0,199.3,1434.25,106.3,17600.0,17950.0,6140.0
314,2021- 07- 28,4.482,63.71,4.044,688.75,2537.0,79780.0,49230.0,3880.0,18310.0,40940.0,3236.86,868600000.0,429.15,132990000.0,1035.68,1420000000.0,2060.08,65730000.00000001,203.35,1432.0,105.7,19620.0,21550.0,9650.0
315,2021- 07- 27,4.5445,63.16,3.971,674.5,2490.0,86630.0,50030.0,46960.0,13390.0,34410.0,3232.53,991940000.0,428.22,142520000.0,1046.55,1550000000.0,2091.92,79010000.0,204.6,1418.25,107.47,16530.0,22130.0,7420.0
316,2021- 07- 26,4.585,63.25,4.102,677.0,2519.0,106740.0,43680.0,49420.0,19700.0,34820.0,3224.95,826070000.0,427.47,146230000.0,1047.63,1270000000.0,2096.42,43930000.0,210.7,1412.75,107.4,21480.0,25880.0,7030.0
317,2021- 07- 23,4.4,63.22,4.06,684.0,2502.5,88240.0,42540.0,73870.0,14710.0,25530.0,3254.42,805050000.0,431.55,173070000.0,1055.5,1390000000.0,2114.24,49150000.0,191.95,1401.0,107.35,22380.0,23500.0,7900.0
318,2021- 07- 22,4.3375,63.09,4.003,692.25,2483.0,57620.0,63080.0,102160.0,21080.0,29330.0,3250.21,712980000.0,431.38,182080000.0,1050.25,1620000000.0,2104.1,59640000.0,196.6,1416.25,106.65,23620.0,30710.0,12520.0
319,2021- 07- 21,4.272,62.36,3.959,710.75,2453.5,51380.0,52750.0,111930.0,24680.0,35610.0,3215.91,990330000.0,426.0,212120000.0,1042.03,1320000000.0,2084.68,45890000.0,178.9,1439.25,106.58,17720.0,21430.0,11780.0
320,2021- 07- 20,4.263,60.19,3.876,700.5,2465.5,63300.0,64010.00000000001,118400.0,30370.0,60720.0,3232.7,979670000.0,428.55,163960000.0,1043.64,1650000000.0,2084.84,46880000.0,166.8,1443.5,105.0,44830.0,33660.0,11470.0
321,2021- 07- 19,4.2015,59.77,3.779,697.75,2425.5,99000.0,74220.0,124160.0,47120.0,41110.0,3244.04,1100000000.0,429.89,152020000.0,1049.83,1400000000.0,2095.2,50940000.0,156.4,1428.0,104.47,23240.0,24480.0,16870.0
322,2021- 07- 16,4.323,63.77,3.674,692.5,2488.5,45620.0,75890.0,89980.0,28290.0,23920.0,3276.91,1070000000.0,434.82,149480000.0,1051.98,1730000000.0,2095.21,52040000.0,161.35,1454.75,105.65,26480.0,31630.0,16090.0
323,2021- 07- 15,4.323,63.29,3.614,672.0,2518.0,66980.0,56840.0,117590.0,44350.0,25620.0,3286.22,1170000000.0,436.76,152540000.0,1054.31,2060000000.0,2094.5,81960000.0,157.05,1447.5,112.12,14250.0,30130.0,870.0
324,2021- 07- 14,4.2675,63.85,3.66,645.0,2525.0,51690.0,30.0,137350.0,31270.0,21450.0,3264.81,908950000.0,433.57,147020000.0,1044.98,1710000000.0,2065.1,45840000.0,156.6,1467.75,112.38,14850.0,30.0,2330.0
325,2021- 07- 13,4.307,65.03,3.696,628.75,2535.5,62160.0,60.0,104040.0,31510.0,34500.0,3271.38,1150000000.0,434.71,148610000.0,1043.31,1710000000.0,2067.35,52700000.0,152.25,1438.0,112.25,13020.0,170.0,2870.0
326,2021- 07- 12,4.316,63.82,3.749,635.0,2489.5,55990.0,30.0,127070.0,18560.0,34450.0,3246.47,1140000000.0,431.28,134960000.0,1034.64,1720000000.0,2047.06,35750000.0,154.0,1432.5,112.47,18670.0,110.0,2870.0
327,2021- 07- 09,4.3455,63.79,3.674,608.5,2501.5,81770.0,100.0,115680.0,22850.0,31820.0,3217.95,1310000000.0,427.84,238820000.0,1028.93,2190000000.0,2051.26,52320000.0,151.5,1404.0,111.0,14530.0,330.0,3430.0
328,2021- 07- 08,4.2645,62.58,3.688,612.25,2442.0,72140.0,100.0,148550.0,31640.0,42390.0,3252.68,1520000000.0,432.63,216930000.0,1034.48,1870000000.0,2054.0,59380000.0,152.25,1390.25,110.1,22960.0,510.0,4260.0
329,2021- 07- 07,4.3225,62.02,3.596,614.75,2499.5,81230.0,170.0,124620.0,33440.0,37710.0,3285.34,1150000000.0,436.97,178320000.0,1047.36,1690000000.0,2082.14,54760000.0,149.95,1386.5,109.15,21580.0,800.0,4800.0
330,2021- 07- 06,4.251,62.86,3.637,620.0,2530.0,147240.0,90.0,152230.0,42490.0,35310.0,3305.21,1030000000.0,439.5,194160000.0,1044.96,1960000000.0,2071.96,57570000.0,148.1,1363.75,109.92,33310.0,590.0,5330.0
331,2021- 07- 05,4.344,76.25,3.79,,2556.0,,,,,,3293.21,850410000.0,437.66,180180000.0,1047.33,1740000000.0,2094.34,74740000.0,,,,,,
332,2021- 07- 02,4.276,64.73,3.7,645.75,2562.0,52900.0,400.0,111460.0,16070.0,31240.0,3281.78,1020000000.0,436.0,197300000.0,1038.18,1690000000.0,2064.27,65330000.0,153.05,1451.75,108.65,17390.0,1540.0,5070.0
333,2021- 07- 01,4.236,64.52,3.661,658.5,2512.0,70960.0,560.0,149420.0,33770.0,29370.0,3282.06,1160000000.0,436.34,172560000.0,1035.64,1690000000.0,2050.76,47340000.0,156.4,1446.75,107.3,30770.0,2180.0,11330.0
334,2021- 06- 30,4.289,63.77,3.65,671.5,2523.5,71400.0,1830.0,187010.0,19080.0,41140.0,3296.68,1610000000.0,438.84,167360000.0,1029.96,2090000000.0,2033.2,41340000.0,159.75,1450.0,107.47,17610.0,4560.0,6820.0
335,2021- 06- 29,4.2645,63.68,3.63,639.75,2551.5,68650.0,13020.0,205480.0,16930.0,39390.0,3286.68,1210000000.0,437.54,231750000.0,1022.52,2060000000.0,2018.0,43210000.0,160.2,1359.75,106.97,18270.0,20510.0,6110.0
336,2021- 06- 28,4.28,63.67,3.617,646.0,2490.0,1440.0,29180.0,6840.0,22440.0,36920.0,3301.89,1430000000.0,439.98,237760000.0,1017.91,1590000000.0,1999.75,41170000.0,162.7,1357.0,104.95,24050.0,51280.0,7000.0
337,2021- 06- 25,4.2905,64.35,3.496,637.0,2486.0,830.0,38800.0,39080.0,32950.0,60510.0,3302.84,1200000000.0,440.4,367170000.0,1012.13,1340000000.0,1994.03,41000000.0,157.8,1329.75,101.95,17530.0,97440.0,7800.0
338,2021- 06- 24,4.307,64.0,3.418,651.25,2440.0,290.0,29170.0,49400.0,13830.0,39860.0,3286.1,1300000000.0,438.38,299670000.0,1012.62,1860000000.0,2011.48,48910000.0,153.4,1371.25,100.03,13740.0,57350.0,17050.0
339,2021- 06- 23,4.3265,63.69,3.333,661.25,2439.5,740.0,40590.0,75390.0,23830.0,26670.0,3276.19,1070000000.0,436.73,372080000.0,1016.46,1860000000.0,2020.36,69740000.0,153.9,1385.0,104.53,14100.0,65950.0,11360.0
340,2021- 06- 22,4.2245,63.34,3.258,651.0,2425.0,530.0,35940.0,77090.0,23510.0,31160.0,3263.88,1670000000.0,434.42,483820000.0,1011.56,1610000000.0,1995.56,53270000.0,152.1,1394.5,107.53,16079.999999999998,67600.0,11510.0
341,2021- 06- 21,4.1845,63.02,3.191,661.5,2403.5,700.0,38190.0,103040.0,23980.0,35250.0,3240.79,1510000000.0,431.46,242430000.0,1010.99,1510000000.0,2006.89,57960000.0,154.05,1415.0,107.05,23800.0,64080.0,15400.0
342,2021- 06- 18,4.1615,62.16,3.215,662.75,2385.0,270.0,53570.0,104940.0,24300.0,42820.0,3267.93,1630000000.0,435.02,230150000.0,1015.88,1850000000.0,2009.61,77190000.0,151.95,1396.0,108.67,28560.0,100860.0,21640.0
343,2021- 06- 17,4.1825,61.81,3.253,639.0,2400.0,620.0,68260.0,150050.0,35150.0,51260.0,3264.96,1850000000.0,434.73,200550000.0,1003.72,1880000000.0,1970.5,48870000.0,151.6,1329.75,111.0,26090.0,121980.0,19950.0
344,2021- 06- 16,4.3885,63.05,3.251,662.75,2469.5,730.0,61560.0,111290.0,27230.0,28800.0,3278.68,2350000000.0,436.96,306890000.0,998.49,1440000000.0,1955.37,38480000.0,155.45,1448.5,115.5,23230.0,74800.0,17660.0
345,2021- 06- 15,4.3375,62.89,3.24,661.5,2467.0,780.0,68470.0,154410.0,25150.0,51900.0,3258.63,1730000000.0,434.13,336100000.0,997.37,1640000000.0,1960.69,43460000.0,153.25,1465.75,118.5,30470.0,103080.0,14210.0
346,2021- 06- 14,4.531,62.4,3.352,674.5,2494.0,240.0,67690.0,113120.0,17700.0,23290.0,3252.13,1660000000.0,433.22,236260000.0,997.41,1410000000.0,1969.0,53220000.0,156.2,1472.25,122.88,35270.0,106170.0,1900.0
347,2021- 06- 11,4.5415,62.31,3.296,680.75,2464.5,250.0,80620.0,194490.0,21050.0,38800.0,3249.32,1650000000.0,432.78,328900000.0,991.13,1550000000.0,1939.5,52350000.0,159.6,1508.5,122.67,27950.0,155420.0,2700.0
348,2021- 06- 10,4.489,62.19,3.149,683.75,2476.0,300.0,103900.0,151570.0,27000.0,38540.0,3224.64,1900000000.0,429.35,267080000.0,987.77,1820000000.0,1935.06,95030000.0,160.8,1544.0,122.45,29990.0,144530.0,4070.000000000001
349,2021- 06- 09,4.5345,62.08,3.129,682.25,2458.5,200.0,91320.0,131720.0,25780.0,29820.0,3216.18,1960000000.0,428.16,248520000.0,978.79,1690000000.0,1901.72,64870000.00000001,159.3,1562.5,121.95,22280.0,117030.0,5690.0
